BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
36,83.72,7,16.28,43,5,1,11.63,20.0,04012,"Bremerhaven, Stadt",,3
28,90.32,3,9.68,31,2,1,6.45,50.0,01056,Pinneberg,,2
66,82.5,14,17.5,80,14,9,17.5,64.29,05382,Rhein-Sieg-Kreis,,5
62,81.58,14,18.42,76,7,7,9.21,100.0,05316,"Leverkusen, Stadt",,3
38,73.08,14,26.92,52,2,2,3.85,100.0,12068,Ostprignitz-Ruppin,,3
14,100.0,0,0.0,14,1,1,7.14,100.0,07233,Vulkaneifel,,2
25,89.29,3,10.71,28,6,4,21.43,66.67,07141,Rhein-Lahn-Kreis,,5
72,93.51,5,6.49,77,21,20,27.27,95.24,08416,Tübingen,,3
211,82.75,44,17.25,255,48,27,18.82,56.25,06412,"Frankfurt am Main, Stadt",,14
16,100.0,0,0.0,16,3,1,18.75,33.33,08336,Lörrach,,1
148,78.72,40,21.28,188,26,14,13.83,53.85,08311,"Freiburg im Breisgau, Stadtkreis",,4
92,96.84,3,3.16,95,21,12,22.11,57.14,16053,"Jena, Stadt",,1
15,100.0,0,0.0,15,0,0,0.0,0.0,16064,Unstrut-Hainich-Kreis,,3
22,75.86,7,24.14,29,4,4,13.79,100.0,03102,"Salzgitter, Stadt",,2
81,86.17,13,13.83,94,9,9,9.57,100.0,13003,Rostock,,2
69,95.83,3,4.17,72,17,14,23.61,82.35,05122,"Solingen, Klingenstadt",,3
23,71.88,9,28.13,32,2,2,6.25,100.0,06636,Werra-Meißner-Kreis,,3
15,75.0,5,25.0,20,2,0,10.0,0.0,12071,Spree-Neiße,,3
49,80.33,12,19.67,61,7,2,11.48,28.57,08435,Bodenseekreis,,3
13,81.25,3,18.75,16,5,1,31.25,20.0,06439,Rheingau-Taunus-Kreis,,2
26,86.67,4,13.33,30,1,1,3.33,100.0,08315,Breisgau-Hochschwarzwald,,3
945,83.7,184,16.3,1129,189,142,16.74,75.13,11000,"Berlin, Stadt",,53
148,88.1,20,11.9,168,24,12,14.29,50.0,05911,"Bochum, Stadt",,6
23,100.0,0,0.0,23,5,5,21.74,100.0,15086,Jerichower Land,,2
8,47.06,9,52.94,17,3,1,17.65,33.33,09777,Ostallgäu,,3
11,73.33,4,26.67,15,2,1,13.33,50.0,07332,Bad Dürkheim,,2
15,78.95,4,21.05,19,1,0,5.26,0.0,09177,Erding,,1
23,79.31,6,20.69,29,1,1,3.45,100.0,06633,"Kassel, Landkreis",,4
56,87.5,8,12.5,64,7,1,10.94,14.29,03454,Emsland,,6
11,78.57,3,21.43,14,1,0,7.14,0.0,09185,Neuburg-Schrobenhausen,,2
21,87.5,3,12.5,24,0,0,0.0,0.0,01059,Schleswig-Flensburg,,1
10,55.56,8,44.44,18,2,0,11.11,0.0,08425,Alb-Donau-Kreis,,2
14,100.0,0,0.0,14,3,2,21.43,66.67,09762,Kaufbeuren,,1
62,93.94,4,6.06,66,7,2,10.61,28.57,12069,Potsdam-Mittelmark,,3
7,77.78,2,22.22,9,0,0,0.0,0.0,09679,"Würzburg, Landkreis",,1
18,75.0,6,25.0,24,2,1,8.33,50.0,03256,Nienburg (Weser),,1
28,100.0,0,0.0,28,4,3,14.29,75.0,09174,Dachau,,1
30,71.43,12,28.57,42,2,1,4.76,50.0,06431,Bergstraße,,5
37,68.52,17,31.48,54,5,2,9.26,40.0,07138,Neuwied,,6
68,73.91,24,26.09,92,7,0,7.61,0.0,07111,"Koblenz, kreisfreie Stadt",,4
3,60.0,2,40.0,5,0,0,0.0,0.0,03458,Oldenburg,,1
5,50.0,5,50.0,10,0,0,0.0,0.0,09371,Amberg-Sulzbach,,1
27,90.0,3,10.0,30,9,4,30.0,44.44,09163,"Rosenheim, Stadt",,1
25,80.65,6,19.35,31,0,0,0.0,0.0,05762,Höxter,,5
11,84.62,2,15.38,13,0,0,0.0,0.0,07337,Südliche Weinstraße,,2
