BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
33,78.57,9,21.43,42,10,6,23.81,60.0,04012,"Bremerhaven, Stadt",,3
35,94.59,2,5.41,37,2,1,5.41,50.0,01056,Pinneberg,,2
64,87.67,9,12.33,73,13,7,17.81,53.85,05382,Rhein-Sieg-Kreis,,5
63,95.45,3,4.55,66,6,4,9.09,66.67,05316,"Leverkusen, Stadt",,3
48,90.57,5,9.43,53,5,2,9.43,40.0,12068,Ostprignitz-Ruppin,,3
13,81.25,3,18.75,16,1,0,6.25,0.0,07233,Vulkaneifel,,2
27,90.0,3,10.0,30,6,4,20.0,66.67,07141,Rhein-Lahn-Kreis,,5
71,87.65,10,12.35,81,3,3,3.7,100.0,08416,Tübingen,,3
231,88.51,30,11.49,261,64,27,24.52,42.19,06412,"Frankfurt am Main, Stadt",,14
14,82.35,3,17.65,17,3,1,17.65,33.33,08336,Lörrach,,1
144,87.8,20,12.2,164,17,9,10.37,52.94,08311,"Freiburg im Breisgau, Stadtkreis",,4
99,96.12,4,3.88,103,14,7,13.59,50.0,16053,"Jena, Stadt",,1
14,93.33,1,6.67,15,2,0,13.33,0.0,16064,Unstrut-Hainich-Kreis,,3
26,89.66,3,10.34,29,3,1,10.34,33.33,03102,"Salzgitter, Stadt",,2
78,82.11,17,17.89,95,10,9,10.53,90.0,13003,Rostock,,2
66,81.48,15,18.52,81,16,12,19.75,75.0,05122,"Solingen, Klingenstadt",,3
23,71.88,9,28.13,32,7,2,21.88,28.57,06636,Werra-Meißner-Kreis,,3
12,60.0,8,40.0,20,0,0,0.0,0.0,12071,Spree-Neiße,,3
57,93.44,4,6.56,61,5,2,8.2,40.0,08435,Bodenseekreis,,3
13,81.25,3,18.75,16,5,0,31.25,0.0,06439,Rheingau-Taunus-Kreis,,2
45,84.91,8,15.09,53,6,0,11.32,0.0,08315,Breisgau-Hochschwarzwald,,4
1009,89.21,122,10.79,1131,202,137,17.86,67.82,11000,"Berlin, Stadt",,53
152,90.48,16,9.52,168,15,8,8.93,53.33,05911,"Bochum, Stadt",,6
23,88.46,3,11.54,26,6,4,23.08,66.67,15086,Jerichower Land,,2
12,66.67,6,33.33,18,5,0,27.78,0.0,09777,Ostallgäu,,3
7,41.18,10,58.82,17,0,0,0.0,0.0,07332,Bad Dürkheim,,2
21,100.0,0,0.0,21,0,0,0.0,0.0,09177,Erding,,1
25,73.53,9,26.47,34,0,0,0.0,0.0,06633,"Kassel, Landkreis",,4
53,81.54,12,18.46,65,11,4,16.92,36.36,03454,Emsland,,6
10,76.92,3,23.08,13,3,2,23.08,66.67,09185,Neuburg-Schrobenhausen,,2
21,87.5,3,12.5,24,1,1,4.17,100.0,01059,Schleswig-Flensburg,,1
12,85.71,2,14.29,14,1,1,7.14,100.0,08425,Alb-Donau-Kreis,,2
15,100.0,0,0.0,15,6,1,40.0,16.67,09762,Kaufbeuren,,1
59,86.76,9,13.24,68,6,4,8.82,66.67,12069,Potsdam-Mittelmark,,3
8,88.89,1,11.11,9,2,1,22.22,50.0,09679,"Würzburg, Landkreis",,1
21,87.5,3,12.5,24,1,1,4.17,100.0,03256,Nienburg (Weser),,1
22,84.62,4,15.38,26,4,2,15.38,50.0,09174,Dachau,,1
37,86.05,6,13.95,43,9,4,20.93,44.44,06431,Bergstraße,,5
74,71.84,29,28.16,103,10,4,9.71,40.0,07111,"Koblenz, kreisfreie Stadt",,4
44,78.57,12,21.43,56,10,5,17.86,50.0,07138,Neuwied,,6
6,85.71,1,14.29,7,0,0,0.0,0.0,03458,Oldenburg,,1
9,90.0,1,10.0,10,5,3,50.0,60.0,09371,Amberg-Sulzbach,,1
24,80.0,6,20.0,30,4,2,13.33,50.0,09163,"Rosenheim, Stadt",,1
21,67.74,10,32.26,31,3,0,9.68,0.0,05762,Höxter,,5
10,76.92,3,23.08,13,0,0,0.0,0.0,07337,Südliche Weinstraße,,2
53,80.3,13,19.7,66,8,4,12.12,50.0,03254,Hildesheim,,5
10,71.43,4,28.57,14,4,1,28.57,25.0,09778,Unterallgäu,,2
129,82.17,28,17.83,157,5,4,3.18,80.0,06534,Marburg-Biedenkopf,,3
10,66.67,5,33.33,15,2,0,13.33,0.0,07235,Trier-Saarburg,,2
