BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
37,84.09,7,15.91,44,7,4,15.91,57.14,04012,"Bremerhaven, Stadt",,3
34,91.89,3,8.11,37,2,0,5.41,0.0,01056,Pinneberg,,2
64,86.49,10,13.51,74,20,7,27.03,35.0,05382,Rhein-Sieg-Kreis,,5
65,85.53,11,14.47,76,14,6,18.42,42.86,05316,"Leverkusen, Stadt",,3
44,86.27,7,13.73,51,11,5,21.57,45.45,12068,Ostprignitz-Ruppin,,3
11,68.75,5,31.25,16,3,0,18.75,0.0,07233,Vulkaneifel,,2
23,82.14,5,17.86,28,5,5,17.86,100.0,07141,Rhein-Lahn-Kreis,,5
73,94.81,4,5.19,77,17,16,22.08,94.12,08416,Tübingen,,3
250,88.34,33,11.66,283,81,33,28.62,40.74,06412,"Frankfurt am Main, Stadt",,14
14,77.78,4,22.22,18,2,2,11.11,100.0,08336,Lörrach,,1
161,84.74,29,15.26,190,34,21,17.89,61.76,08311,"Freiburg im Breisgau, Stadtkreis",,4
93,98.94,1,1.06,94,25,12,26.6,48.0,16053,"Jena, Stadt",,1
14,93.33,1,6.67,15,2,0,13.33,0.0,16064,Unstrut-Hainich-Kreis,,3
21,72.41,8,27.59,29,6,4,20.69,66.67,03102,"Salzgitter, Stadt",,2
77,83.7,15,16.3,92,13,9,14.13,69.23,13003,Rostock,,2
60,76.92,18,23.08,78,22,15,28.21,68.18,05122,"Solingen, Klingenstadt",,3
21,65.63,11,34.38,32,5,1,15.63,20.0,06636,Werra-Meißner-Kreis,,3
14,70.0,6,30.0,20,2,0,10.0,0.0,12071,Spree-Neiße,,3
51,83.61,10,16.39,61,5,2,8.2,40.0,08435,Bodenseekreis,,3
14,87.5,2,12.5,16,6,3,37.5,50.0,06439,Rheingau-Taunus-Kreis,,2
28,96.55,1,3.45,29,5,0,17.24,0.0,08315,Breisgau-Hochschwarzwald,,3
1007,88.41,132,11.59,1139,313,195,27.48,62.3,11000,"Berlin, Stadt",,53
151,89.88,17,10.12,168,30,15,17.86,50.0,05911,"Bochum, Stadt",,6
19,79.17,5,20.83,24,5,3,20.83,60.0,15086,Jerichower Land,,2
14,77.78,4,22.22,18,6,2,33.33,33.33,09777,Ostallgäu,,3
13,81.25,3,18.75,16,4,2,25.0,50.0,07332,Bad Dürkheim,,2
18,94.74,1,5.26,19,5,3,26.32,60.0,09177,Erding,,1
26,72.22,10,27.78,36,4,0,11.11,0.0,06633,"Kassel, Landkreis",,4
50,75.76,16,24.24,66,13,6,19.7,46.15,03454,Emsland,,6
11,78.57,3,21.43,14,4,3,28.57,75.0,09185,Neuburg-Schrobenhausen,,2
16,66.67,8,33.33,24,0,0,0.0,0.0,01059,Schleswig-Flensburg,,1
10,71.43,4,28.57,14,3,1,21.43,33.33,08425,Alb-Donau-Kreis,,2
17,100.0,0,0.0,17,7,4,41.18,57.14,09762,Kaufbeuren,,1
61,92.42,5,7.58,66,6,6,9.09,100.0,12069,Potsdam-Mittelmark,,3
9,75.0,3,25.0,12,0,0,0.0,0.0,09679,"Würzburg, Landkreis",,1
18,75.0,6,25.0,24,3,0,12.5,0.0,03256,Nienburg (Weser),,1
22,78.57,6,21.43,28,4,2,14.29,50.0,09174,Dachau,,1
32,72.73,12,27.27,44,8,5,18.18,62.5,06431,Bergstraße,,5
37,68.52,17,31.48,54,8,6,14.81,75.0,07138,Neuwied,,6
66,74.16,23,25.84,89,14,6,15.73,42.86,07111,"Koblenz, kreisfreie Stadt",,4
7,77.78,2,22.22,9,1,1,11.11,100.0,03458,Oldenburg,,1
8,80.0,2,20.0,10,3,3,30.0,100.0,09371,Amberg-Sulzbach,,1
28,90.32,3,9.68,31,7,3,22.58,42.86,09163,"Rosenheim, Stadt",,1
23,79.31,6,20.69,29,0,0,0.0,0.0,05762,Höxter,,5
9,69.23,4,30.77,13,0,0,0.0,0.0,07337,Südliche Weinstraße,,2
47,71.21,19,28.79,66,5,3,7.58,60.0,03254,Hildesheim,,5
14,100.0,0,0.0,14,4,1,28.57,25.0,09778,Unterallgäu,,2
129,87.76,18,12.24,147,18,14,12.24,77.78,06534,Marburg-Biedenkopf,,3
10,62.5,6,37.5,16,1,1,6.25,100.0,07235,Trier-Saarburg,,2
36,94.74,2,5.26,38,11,7,28.95,63.64,09563,"Fürth, Stadt",,1
20,95.24,1,4.76,21,7,4,33.33,57.14,07334,Germersheim,,2
86,86.0,14,14.0,100,40,28,40.0,70.0,14524,Zwickau,,5
141,91.56,13,8.44,154,44,30,28.57,68.18,14511,"Chemnitz, Stadt",,3
10,62.5,6,37.5,16,4,0,25.0,0.0,07140,Rhein-Hunsrück-Kreis,,2
90,96.77,3,3.23,93,15,3,16.13,20.0,08316,Emmendingen,,3
8,66.67,4,33.33,12,2,2,16.67,100.0,07333,Donnersbergkreis,,2
86,79.63,22,20.37,108,4,2,3.7,50.0,06635,Waldeck-Frankenberg,,7
119,85.0,21,15.0,140,31,21,22.14,67.74,03159,Göttingen,,7
34,82.93,7,17.07,41,11,5,26.83,45.45,08127,Schwäbisch Hall,,2
0,0.0,4,100.0,4,0,0,0.0,0.0,09565,Schwabach,,1
70,94.59,4,5.41,74,6,2,8.11,33.33,05974,Soest,,7
13,72.22,5,27.78,18,9,7,50.0,77.78,08211,"Baden-Baden, Stadtkreis",,1
57,78.08,16,21.92,73,15,4,20.55,26.67,08335,Konstanz,,6
13,86.67,2,13.33,15,4,3,26.67,75.0,15081,Altmarkkreis Salzwedel,,2
49,87.5,7,12.5,56,10,5,17.86,50.0,08125,"Heilbronn, Landkreis",,2
33,91.67,3,8.33,36,4,2,11.11,50.0,01001,"Flensburg, Stadt",,2
90,87.38,13,12.62,103,26,11,25.24,42.31,07314,"Ludwigshafen am Rhein, kreisfreie Stadt",,4
26,86.67,4,13.33,30,9,2,30.0,22.22,07143,Westerwaldkreis,,4
118,86.76,18,13.24,136,37,27,27.21,72.97,04011,"Bremen, Stadt",,9
139,80.35,34,19.65,173,21,10,12.14,47.62,10045,Saarpfalz-Kreis,,2
25,73.53,9,26.47,34,4,2,11.76,50.0,07133,Bad Kreuznach,,4
5,100.0,0,0.0,5,0,0,0.0,0.0,16065,Kyffhäuserkreis,,1
111,85.38,19,14.62,130,14,6,10.77,42.86,09663,"Würzburg, Stadt",,3
9,75.0,3,25.0,12,5,4,41.67,80.0,15083,Börde,,2
33,100.0,0,0.0,33,10,6,30.3,60.0,15084,Burgenlandkreis,,3
18,78.26,5,21.74,23,6,3,26.09,50.0,09571,"Ansbach, Landkreis",,3
6,100.0,0,0.0,6,0,0,0.0,0.0,16074,Saale-Holzland-Kreis,,1
25,100.0,0,0.0,25,3,1,12.0,33.33,10043,Neunkirchen,,3
17,94.44,1,5.56,18,4,3,22.22,75.0,09175,Ebersberg,,1
14,87.5,2,12.5,16,1,0,6.25,0.0,16055,"Weimar, Stadt",,1
36,94.74,2,5.26,38,13,7,34.21,53.85,05378,Rheinisch-Bergischer Kreis,,4
68,83.95,13,16.05,81,17,7,20.99,41.18,08317,Ortenaukreis,,6
17,89.47,2,10.53,19,4,2,21.05,50.0,07131,Ahrweiler,,2
64,71.91,25,28.09,89,5,4,5.62,80.0,01060,Segeberg,,4
15,93.75,1,6.25,16,3,2,18.75,66.67,03158,Wolfenbüttel,,1
18,100.0,0,0.0,18,3,3,16.67,100.0,03405,"Wilhelmshaven, Stadt",,1
6,100.0,0,0.0,6,0,0,0.0,0.0,16069,Hildburghausen,,1
21,87.5,3,12.5,24,10,5,41.67,50.0,09779,Donau-Ries,,3
120,82.76,25,17.24,145,22,3,15.17,13.64,09673,Rhön-Grabfeld,,1
11,91.67,1,8.33,12,2,1,16.67,50.0,16076,Greiz,,1
176,95.14,9,4.86,185,18,16,9.73,88.89,15003,"Magdeburg, Landeshauptstadt",,6
103,88.03,14,11.97,117,34,25,29.06,73.53,08421,"Ulm, Stadtkreis",,3
7,100.0,0,0.0,7,4,2,57.14,50.0,08126,Hohenlohekreis,,1
18,100.0,0,0.0,18,6,1,33.33,16.67,12063,Havelland,,2
13,92.86,1,7.14,14,6,5,42.86,83.33,12053,"Frankfurt (Oder), Stadt",,1
12,85.71,2,14.29,14,2,0,14.29,0.0,09476,Kronach,,1
4,50.0,4,50.0,8,1,1,12.5,100.0,09186,Pfaffenhofen a.d.Ilm,,1
21,91.3,2,8.7,23,8,4,34.78,50.0,12064,Märkisch-Oderland,,3
432,84.71,78,15.29,510,109,70,21.37,64.22,02000,"Hamburg, Freie und Hansestadt",,24
22,70.97,9,29.03,31,5,5,16.13,100.0,15091,Wittenberg,,2
27,81.82,6,18.18,33,4,2,12.12,50.0,09461,"Bamberg, Stadt",,3
7,53.85,6,46.15,13,1,0,7.69,0.0,07135,Cochem-Zell,,2
33,91.67,3,8.33,36,12,6,33.33,50.0,05117,"Mülheim an der Ruhr, Stadt",,2
