"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
86.55,13.45,SCHLESWIG_HOLSTEIN,31,2.77,2022-06-20T16:05:29Z,20,8,40.0,624,97,3.129032258064516,721,476,41,31
80.31,19.69,HAMBURG,18,4.09,2022-06-20T16:05:29Z,21,6,28.57,412,101,4.391304347826087,513,327,33,23
82.63,17.37,NIEDERSACHSEN,114,2.45,2022-06-20T16:05:29Z,49,10,20.41,1655,348,2.9743589743589745,2003,962,151,117
91.28,8.72,BREMEN,2,4.1,2022-06-20T16:05:29Z,8,3,37.5,178,17,1.5454545454545454,195,75,13,11
84.96,15.04,NORDRHEIN_WESTFALEN,240,3.44,2022-06-20T16:05:29Z,194,54,27.84,4791,848,2.8745762711864407,5639,2011,391,295
86.1,13.9,HESSEN,46,3.28,2022-06-20T16:05:29Z,62,15,24.19,1629,263,2.827956989247312,1892,634,113,93
79.95,20.05,RHEINLAND_PFALZ,50,2.66,2022-06-20T16:05:29Z,30,10,33.33,901,226,3.138888888888889,1127,373,91,72
82.46,17.54,BADEN_WUERTTEMBERG,139,3.44,2022-06-20T16:05:29Z,90,29,32.22,2158,459,3.7016129032258065,2617,1042,181,124
82.81,17.19,BAYERN,187,3.52,2022-06-20T16:05:29Z,123,41,33.33,2890,600,3.0150753768844223,3490,617,266,199
81.1,18.9,SAARLAND,33,2.86,2022-06-20T16:05:29Z,13,2,15.38,369,86,5.375,455,248,23,16
86.43,13.57,BERLIN,32,3.37,2022-06-20T16:05:29Z,37,17,45.95,949,149,3.6341463414634148,1098,305,68,41
78.72,21.28,BRANDENBURG,33,3.13,2022-06-20T16:05:29Z,21,12,57.14,529,143,2.86,672,330,56,50
75.71,24.29,MECKLENBURG_VORPOMMERN,53,2.4,2022-06-20T16:05:29Z,16,7,43.75,505,162,5.225806451612903,667,208,41,31
77.0,23.0,SACHSEN,73,2.67,2022-06-20T16:05:29Z,38,9,23.68,1095,327,4.671428571428572,1422,441,96,70
82.54,17.46,SACHSEN_ANHALT,40,2.24,2022-06-20T16:05:29Z,18,8,44.44,662,140,3.4146341463414633,802,327,55,41
76.55,23.45,THUERINGEN,49,2.21,2022-06-20T16:05:29Z,15,3,20.0,519,159,4.542857142857143,678,227,43,35
