"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
80.31,19.69,SCHLESWIG_HOLSTEIN,46,6.66,2022-04-19T16:05:17Z,47,16,34.04,567,139,4.483870967741935,706,485,41,31
77.5,22.5,HAMBURG,21,8.39,2022-04-19T16:05:17Z,47,19,40.43,434,126,5.25,560,326,34,24
79.74,20.26,NIEDERSACHSEN,140,5.75,2022-04-19T16:05:17Z,117,39,33.33,1622,412,3.4915254237288136,2034,944,153,118
90.95,9.05,BREMEN,4,7.04,2022-04-19T16:05:17Z,14,9,64.29,181,18,1.6363636363636365,199,81,13,11
83.37,16.63,NORDRHEIN_WESTFALEN,273,6.76,2022-04-19T16:05:17Z,396,155,39.14,4887,975,3.25,5862,2058,397,300
84.91,15.09,HESSEN,58,6.51,2022-04-19T16:05:17Z,126,55,43.65,1643,292,3.139784946236559,1935,629,113,93
78.42,21.58,RHEINLAND_PFALZ,57,6.26,2022-04-19T16:05:17Z,69,25,36.23,865,238,3.2162162162162162,1103,372,93,74
82.09,17.91,BADEN_WUERTTEMBERG,157,7.84,2022-04-19T16:05:17Z,204,88,43.14,2136,466,3.728,2602,1057,182,125
81.13,18.87,BAYERN,198,8.2,2022-04-19T16:05:17Z,287,103,35.89,2841,661,3.288557213930348,3502,608,268,201
83.58,16.42,SAARLAND,31,7.46,2022-04-19T16:05:17Z,35,10,28.57,392,77,4.8125,469,233,23,16
85.99,14.01,BERLIN,41,6.87,2022-04-19T16:05:17Z,76,50,65.79,951,155,3.7804878048780486,1106,315,68,41
75.83,24.17,BRANDENBURG,45,8.25,2022-04-19T16:05:17Z,57,24,42.11,524,167,3.2745098039215685,691,337,57,51
79.33,20.67,MECKLENBURG_VORPOMMERN,44,7.28,2022-04-19T16:05:17Z,50,17,34.0,545,142,4.303030303030303,687,214,43,33
74.14,25.86,SACHSEN,76,11.41,2022-04-19T16:05:17Z,165,52,31.52,1072,374,5.3428571428571425,1446,434,96,70
82.03,17.97,SACHSEN_ANHALT,44,6.84,2022-04-19T16:05:17Z,54,17,31.48,648,142,3.4634146341463414,790,334,55,41
76.69,23.31,THUERINGEN,46,8.27,2022-04-19T16:05:17Z,55,15,27.27,510,155,4.305555555555555,665,230,44,36
