"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.51,21.49,SCHLESWIG_HOLSTEIN,47,4.13,2022-05-02T16:05:31Z,30,10,33.33,570,156,5.032258064516129,726,472,41,31
80.98,19.02,HAMBURG,17,5.41,2022-05-02T16:05:31Z,31,13,41.94,464,109,4.541666666666667,573,319,34,24
79.33,20.67,NIEDERSACHSEN,126,4.48,2022-05-02T16:05:31Z,84,28,33.33,1489,388,3.3162393162393164,1877,887,150,117
91.79,8.21,BREMEN,4,4.62,2022-05-02T16:05:31Z,9,4,44.44,179,16,1.4545454545454546,195,78,13,11
84.06,15.94,NORDRHEIN_WESTFALEN,298,5.12,2022-05-02T16:05:31Z,299,119,39.8,4908,931,3.1241610738255035,5839,2018,394,298
87.19,12.81,HESSEN,54,5.91,2022-05-02T16:05:31Z,113,39,34.51,1667,245,2.606382978723404,1912,628,112,94
81.51,18.49,RHEINLAND_PFALZ,58,4.06,2022-05-02T16:05:31Z,45,15,33.33,904,205,2.77027027027027,1109,372,94,74
82.4,17.6,BADEN_WUERTTEMBERG,158,5.78,2022-05-02T16:05:31Z,151,57,37.75,2153,460,3.68,2613,1052,182,125
82.67,17.33,BAYERN,176,6.32,2022-05-02T16:05:31Z,224,86,38.39,2930,614,3.054726368159204,3544,602,268,201
80.13,19.87,SAARLAND,28,7.56,2022-05-02T16:05:31Z,35,5,14.29,371,92,5.75,463,242,23,16
83.49,16.51,BERLIN,49,5.81,2022-05-02T16:05:31Z,63,37,58.73,905,179,4.365853658536586,1084,318,68,41
79.14,20.86,BRANDENBURG,49,4.57,2022-05-02T16:05:31Z,32,9,28.13,554,146,2.8627450980392157,700,336,57,51
78.49,21.51,MECKLENBURG_VORPOMMERN,41,4.22,2022-05-02T16:05:31Z,29,11,37.93,540,148,4.484848484848484,688,214,43,33
77.79,22.21,SACHSEN,74,6.94,2022-05-02T16:05:31Z,100,36,36.0,1121,320,4.571428571428571,1441,430,96,70
81.32,18.68,SACHSEN_ANHALT,49,4.23,2022-05-02T16:05:31Z,34,11,32.35,653,150,3.658536585365854,803,322,55,41
78.4,21.6,THUERINGEN,51,6.07,2022-05-02T16:05:31Z,41,14,34.15,530,146,4.055555555555555,676,224,44,36
