"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.07,21.93,SCHLESWIG_HOLSTEIN,53,5.72,2022-02-12T18:05:00Z,42,24,57.14,573,161,5.193548387096774,734,479,41,31
76.55,23.45,HAMBURG,25,10.34,2022-02-12T18:05:00Z,60,36,60.0,444,136,5.666666666666667,580,311,34,24
80.47,19.53,NIEDERSACHSEN,135,6.03,2022-02-12T18:05:00Z,126,64,50.79,1681,408,3.457627118644068,2089,967,153,118
90.34,9.66,BREMEN,4,13.64,2022-02-12T18:05:00Z,24,17,70.83,159,17,1.5454545454545454,176,83,13,11
85.18,14.82,NORDRHEIN_WESTFALEN,268,9.46,2022-02-12T18:05:00Z,562,267,47.51,5059,880,2.9235880398671097,5939,2013,400,301
87.49,12.51,HESSEN,50,10.68,2022-02-12T18:05:00Z,211,96,45.5,1728,247,2.627659574468085,1975,631,114,94
80.36,19.64,RHEINLAND_PFALZ,71,8.75,2022-02-12T18:05:00Z,98,32,32.65,900,220,2.972972972972973,1120,366,94,74
83.59,16.41,BADEN_WUERTTEMBERG,125,11.13,2022-02-12T18:05:00Z,293,142,48.46,2200,432,3.4285714285714284,2632,1069,183,126
83.07,16.93,BAYERN,178,9.68,2022-02-12T18:05:00Z,343,159,46.36,2945,600,2.985074626865672,3545,596,268,201
77.73,22.27,SAARLAND,48,8.25,2022-02-12T18:05:00Z,40,13,32.5,377,108,6.75,485,252,23,16
87.99,12.01,BERLIN,39,16.17,2022-02-12T18:05:00Z,183,107,58.47,996,136,3.317073170731707,1132,314,68,41
83.5,16.5,BRANDENBURG,47,11.72,2022-02-12T18:05:00Z,81,35,43.21,577,114,2.235294117647059,691,336,57,51
78.51,21.49,MECKLENBURG_VORPOMMERN,40,11.79,2022-02-12T18:05:00Z,79,36,45.57,526,144,4.5,670,214,42,32
79.19,20.81,SACHSEN,91,9.59,2022-02-12T18:05:00Z,142,68,47.89,1172,308,4.338028169014085,1480,435,96,71
81.88,18.13,SACHSEN_ANHALT,45,7.88,2022-02-12T18:05:00Z,63,28,44.44,655,145,3.5365853658536586,800,325,55,41
78.34,21.66,THUERINGEN,53,7.6,2022-02-12T18:05:00Z,53,24,45.28,546,151,4.194444444444445,697,226,44,36
