"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
79.18,20.82,SCHLESWIG_HOLSTEIN,64,1.84,2021-08-18T16:19:16Z,14,6,42.86,601,158,5.096774193548387,759,466,38,31
80.25,19.75,HAMBURG,37,5.64,2021-08-18T16:19:16Z,36,22,61.11,512,126,5.478260869565218,638,318,33,23
79.1,20.9,NIEDERSACHSEN,174,1.6,2021-08-18T16:19:16Z,31,21,67.74,1537,406,3.5,1943,1011,149,116
83.03,16.97,BREMEN,9,2.29,2021-08-18T16:19:16Z,5,1,20.0,181,37,3.3636363636363638,218,137,13,11
83.19,16.81,NORDRHEIN_WESTFALEN,447,3.13,2021-08-18T16:19:16Z,191,89,46.6,5077,1026,3.42,6103,2461,398,300
85.43,14.57,HESSEN,59,2.91,2021-08-18T16:19:16Z,58,19,32.76,1701,290,3.0851063829787235,1991,758,114,94
74.78,25.22,RHEINLAND_PFALZ,96,2.35,2021-08-18T16:19:16Z,27,8,29.63,860,290,3.8666666666666667,1150,431,94,75
83.07,16.93,BADEN_WUERTTEMBERG,252,2.16,2021-08-18T16:19:16Z,60,31,51.67,2306,470,3.76,2776,1362,182,125
82.06,17.94,BAYERN,331,1.83,2021-08-18T16:19:16Z,67,30,44.78,3006,657,3.2686567164179103,3663,1077,268,201
84.58,15.42,SAARLAND,39,3.56,2021-08-18T16:19:16Z,18,8,44.44,428,78,4.875,506,244,23,16
90.19,9.81,BERLIN,50,4.73,2021-08-18T16:19:16Z,56,25,44.64,1067,116,2.8292682926829267,1183,426,64,41
80.73,19.27,BRANDENBURG,43,0.46,2021-08-18T16:19:16Z,3,1,33.33,532,127,2.6458333333333335,659,377,54,48
81.19,18.81,MECKLENBURG_VORPOMMERN,40,0.94,2021-08-18T16:19:16Z,6,4,66.67,518,120,3.870967741935484,638,232,41,31
79.67,20.33,SACHSEN,145,1.31,2021-08-18T16:19:16Z,21,11,52.38,1274,325,4.642857142857143,1599,627,94,70
81.94,18.06,SACHSEN_ANHALT,61,0.48,2021-08-18T16:19:16Z,4,2,50.0,676,149,3.6341463414634148,825,361,55,41
81.37,18.63,THUERINGEN,57,1.12,2021-08-18T16:19:16Z,8,4,50.0,581,133,3.6944444444444446,714,340,44,36
