"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.07,21.93,SCHLESWIG_HOLSTEIN,61,0.52,2021-07-21T16:19:03Z,4,3,75.0,598,168,5.419354838709677,766,470,38,31
80.59,19.41,HAMBURG,39,1.86,2021-07-21T16:19:03Z,12,11,91.67,519,125,5.434782608695652,644,313,33,23
80.31,19.69,NIEDERSACHSEN,173,1.38,2021-07-21T16:19:03Z,27,10,37.04,1570,385,3.3189655172413794,1955,1005,149,116
87.5,12.5,BREMEN,10,0.46,2021-07-21T16:19:03Z,1,1,100.0,189,27,2.4545454545454546,216,136,13,11
82.91,17.09,NORDRHEIN_WESTFALEN,452,1.25,2021-07-21T16:19:03Z,76,45,59.21,5052,1041,3.447019867549669,6093,2488,399,302
85.42,14.58,HESSEN,87,2.23,2021-07-21T16:19:03Z,45,14,31.11,1722,294,3.127659574468085,2016,746,114,94
77.79,22.21,RHEINLAND_PFALZ,127,1.31,2021-07-21T16:19:03Z,15,11,73.33,893,255,3.445945945945946,1148,421,93,74
85.39,14.61,BADEN_WUERTTEMBERG,205,1.83,2021-07-21T16:19:03Z,51,29,56.86,2378,407,3.256,2785,1368,182,125
84.83,15.17,BAYERN,298,1.38,2021-07-21T16:19:03Z,51,35,68.63,3125,559,2.767326732673267,3684,1091,269,202
82.73,17.27,SAARLAND,42,1.0,2021-07-21T16:19:03Z,5,2,40.0,412,86,5.0588235294117645,498,251,24,17
83.25,16.75,BERLIN,55,3.13,2021-07-21T16:19:03Z,37,22,59.46,984,198,4.829268292682927,1182,423,64,41
83.28,16.72,BRANDENBURG,31,0.6,2021-07-21T16:19:03Z,4,1,25.0,553,111,2.2653061224489797,664,375,55,49
74.7,25.3,MECKLENBURG_VORPOMMERN,44,0.0,2021-07-21T16:19:03Z,0,0,0.0,499,169,5.633333333333334,668,223,40,30
82.11,17.89,SACHSEN,131,0.99,2021-07-21T16:19:03Z,16,10,62.5,1322,288,4.056338028169014,1610,637,95,71
81.17,18.83,SACHSEN_ANHALT,57,0.37,2021-07-21T16:19:03Z,3,1,33.33,664,154,3.85,818,358,54,40
83.2,16.8,THUERINGEN,57,1.38,2021-07-21T16:19:03Z,10,10,100.0,604,122,3.388888888888889,726,334,44,36
