"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
77.7,22.3,SCHLESWIG_HOLSTEIN,61,2.27,2021-08-21T16:19:11Z,17,6,35.29,582,167,5.387096774193548,749,464,38,31
80.22,19.78,HAMBURG,39,6.18,2021-08-21T16:19:11Z,40,21,52.5,519,128,5.333333333333333,647,328,34,24
78.36,21.64,NIEDERSACHSEN,176,1.9,2021-08-21T16:19:11Z,36,22,61.11,1488,411,3.543103448275862,1899,1023,149,116
85.93,14.07,BREMEN,9,2.51,2021-08-21T16:19:11Z,5,1,20.0,171,28,2.5454545454545454,199,134,13,11
83.02,16.98,NORDRHEIN_WESTFALEN,452,3.65,2021-08-21T16:19:11Z,219,101,46.12,4987,1020,3.4,6007,2469,398,300
85.59,14.41,HESSEN,67,2.98,2021-08-21T16:19:11Z,59,23,38.98,1693,285,3.0319148936170213,1978,769,114,94
73.69,26.31,RHEINLAND_PFALZ,128,2.66,2021-08-21T16:19:11Z,30,8,26.67,832,297,3.96,1129,444,94,75
82.65,17.35,BADEN_WUERTTEMBERG,252,2.75,2021-08-21T16:19:11Z,75,37,49.33,2258,474,3.8225806451612905,2732,1370,181,124
82.55,17.45,BAYERN,327,2.43,2021-08-21T16:19:11Z,88,35,39.77,2989,632,3.144278606965174,3621,1085,268,201
75.64,24.36,SAARLAND,39,3.54,2021-08-21T16:19:11Z,18,10,55.56,385,124,7.75,509,237,23,16
86.76,13.24,BERLIN,43,4.84,2021-08-21T16:19:11Z,56,29,51.79,1003,153,3.731707317073171,1156,424,64,41
79.42,20.58,BRANDENBURG,31,0.46,2021-08-21T16:19:11Z,3,2,66.67,521,135,2.8125,656,377,54,48
82.52,17.48,MECKLENBURG_VORPOMMERN,45,1.42,2021-08-21T16:19:11Z,9,5,55.56,524,111,3.5806451612903225,635,230,41,31
80.65,19.35,SACHSEN,142,1.09,2021-08-21T16:19:11Z,17,9,52.94,1263,303,4.391304347826087,1566,646,93,69
79.48,20.52,SACHSEN_ANHALT,60,0.74,2021-08-21T16:19:11Z,6,3,50.0,647,167,4.073170731707317,814,360,55,41
79.92,20.08,THUERINGEN,53,0.84,2021-08-21T16:19:11Z,6,2,33.33,573,144,4.0,717,346,44,36
