"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
77.66,22.34,SCHLESWIG_HOLSTEIN,69,3.19,2021-10-04T16:15:13Z,24,14,58.33,584,168,5.419354838709677,752,462,38,31
85.78,14.22,HAMBURG,38,5.01,2021-10-04T16:15:13Z,31,22,70.97,531,88,3.6666666666666665,619,325,34,24
81.03,18.97,NIEDERSACHSEN,141,4.69,2021-10-04T16:15:13Z,98,66,67.35,1692,396,3.3559322033898304,2088,1075,153,118
92.15,7.85,BREMEN,2,10.99,2021-10-04T16:15:13Z,21,13,61.9,176,15,1.3636363636363635,191,125,12,11
84.68,15.32,NORDRHEIN_WESTFALEN,363,5.4,2021-10-04T16:15:13Z,324,200,61.73,5085,920,3.0564784053156147,6005,2484,396,301
85.88,14.12,HESSEN,66,5.85,2021-10-04T16:15:13Z,116,63,54.31,1703,280,2.978723404255319,1983,768,114,94
77.16,22.84,RHEINLAND_PFALZ,89,5.26,2021-10-04T16:15:13Z,59,33,55.93,865,256,3.4133333333333336,1121,434,94,75
81.93,18.07,BADEN_WUERTTEMBERG,232,7.19,2021-10-04T16:15:13Z,195,110,56.41,2222,490,3.9516129032258065,2712,1375,181,124
83.4,16.6,BAYERN,258,7.1,2021-10-04T16:15:13Z,256,148,57.81,3009,599,2.995,3608,1067,267,200
84.41,15.59,SAARLAND,31,4.45,2021-10-04T16:15:13Z,22,10,45.45,417,77,4.8125,494,256,23,16
90.27,9.73,BERLIN,31,7.58,2021-10-04T16:15:13Z,88,59,67.05,1048,113,2.7560975609756095,1161,421,64,41
79.63,20.37,BRANDENBURG,36,3.86,2021-10-04T16:15:13Z,25,10,40.0,516,132,2.75,648,381,54,48
78.59,21.41,MECKLENBURG_VORPOMMERN,60,1.61,2021-10-04T16:15:13Z,11,10,90.91,536,146,4.5625,682,231,42,32
78.44,21.56,SACHSEN,126,3.14,2021-10-04T16:15:13Z,46,22,47.83,1150,316,4.450704225352113,1466,761,95,71
81.94,18.06,SACHSEN_ANHALT,44,1.84,2021-10-04T16:15:13Z,15,8,53.33,667,147,3.769230769230769,814,335,53,39
76.47,23.53,THUERINGEN,64,3.16,2021-10-04T16:15:13Z,22,7,31.82,533,164,4.555555555555555,697,335,44,36
