"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
84.27,15.73,SCHLESWIG_HOLSTEIN,45,5.2,2022-03-04T18:05:00Z,38,21,55.26,616,115,3.7096774193548385,731,471,41,31
78.6,21.4,HAMBURG,23,6.65,2022-03-04T18:05:00Z,37,20,54.05,437,119,5.173913043478261,556,312,33,23
81.24,18.76,NIEDERSACHSEN,137,6.52,2022-03-04T18:05:00Z,137,66,48.18,1706,394,3.3389830508474576,2100,961,153,118
89.6,10.4,BREMEN,9,7.92,2022-03-04T18:05:00Z,16,9,56.25,181,21,1.9090909090909092,202,84,13,11
85.69,14.31,NORDRHEIN_WESTFALEN,269,7.43,2022-03-04T18:05:00Z,445,204,45.84,5131,857,2.8566666666666665,5988,2019,399,300
87.47,12.53,HESSEN,54,8.05,2022-03-04T18:05:00Z,160,70,43.75,1739,249,2.648936170212766,1988,627,114,94
81.32,18.68,RHEINLAND_PFALZ,59,7.69,2022-03-04T18:05:00Z,86,35,40.7,910,209,2.824324324324324,1119,373,94,74
83.93,16.07,BADEN_WUERTTEMBERG,125,9.62,2022-03-04T18:05:00Z,252,104,41.27,2199,421,3.3412698412698414,2620,1059,183,126
85.84,14.16,BAYERN,160,10.47,2022-03-04T18:05:00Z,372,159,42.74,3049,503,2.5024875621890548,3552,617,268,201
82.3,17.7,SAARLAND,39,7.61,2022-03-04T18:05:00Z,37,9,24.32,400,86,5.375,486,257,23,16
86.19,13.81,BERLIN,37,11.32,2022-03-04T18:05:00Z,127,78,61.42,967,155,3.7804878048780486,1122,320,68,41
82.75,17.25,BRANDENBURG,43,8.12,2022-03-04T18:05:00Z,56,21,37.5,571,119,2.3333333333333335,690,339,57,51
79.73,20.27,MECKLENBURG_VORPOMMERN,39,11.24,2022-03-04T18:05:00Z,76,46,60.53,539,137,4.28125,676,210,42,32
78.92,21.08,SACHSEN,81,11.01,2022-03-04T18:05:00Z,165,44,26.67,1183,316,4.450704225352113,1499,431,96,71
81.18,18.82,SACHSEN_ANHALT,44,7.84,2022-03-04T18:05:00Z,60,24,40.0,621,144,3.5121951219512195,765,322,55,41
82.26,17.74,THUERINGEN,37,7.48,2022-03-04T18:05:00Z,51,19,37.25,561,121,3.361111111111111,682,228,43,36
