"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
82.85,17.15,SCHLESWIG_HOLSTEIN,41,4.94,2022-05-06T16:05:14Z,36,11,30.56,604,125,4.032258064516129,729,468,41,31
80.21,19.79,HAMBURG,19,4.46,2022-05-06T16:05:14Z,25,8,32.0,450,111,4.625,561,320,34,24
83.02,16.98,NIEDERSACHSEN,117,4.03,2022-05-06T16:05:14Z,76,30,39.47,1565,320,2.735042735042735,1885,887,150,117
90.31,9.69,BREMEN,4,2.04,2022-05-06T16:05:14Z,4,3,75.0,177,19,1.7272727272727273,196,78,13,11
85.17,14.83,NORDRHEIN_WESTFALEN,263,4.17,2022-05-06T16:05:14Z,241,111,46.06,4918,856,2.87248322147651,5774,2028,395,298
86.85,13.15,HESSEN,58,4.67,2022-05-06T16:05:14Z,91,29,31.87,1691,256,2.752688172043011,1947,624,113,93
82.52,17.48,RHEINLAND_PFALZ,50,2.93,2022-05-06T16:05:14Z,33,5,15.15,930,197,2.6621621621621623,1127,376,94,74
86.03,13.97,BADEN_WUERTTEMBERG,132,4.91,2022-05-06T16:05:14Z,129,60,46.51,2260,367,2.936,2627,1046,182,125
85.24,14.76,BAYERN,163,5.47,2022-05-06T16:05:14Z,193,72,37.31,3008,521,2.605,3529,595,267,200
83.08,16.92,SAARLAND,30,6.37,2022-05-06T16:05:14Z,29,6,20.69,378,77,4.8125,455,240,23,16
85.53,14.47,BERLIN,43,5.42,2022-05-06T16:05:14Z,60,34,56.67,946,160,3.902439024390244,1106,321,68,41
81.9,18.1,BRANDENBURG,45,4.02,2022-05-06T16:05:14Z,28,10,35.71,570,126,2.4705882352941178,696,331,57,51
81.86,18.14,MECKLENBURG_VORPOMMERN,36,4.14,2022-05-06T16:05:14Z,29,11,37.93,573,127,3.8484848484848486,700,214,43,33
80.88,19.12,SACHSEN,68,5.55,2022-05-06T16:05:14Z,81,32,39.51,1180,279,3.9857142857142858,1459,437,96,70
84.57,15.43,SACHSEN_ANHALT,42,3.26,2022-05-06T16:05:14Z,26,14,53.85,674,123,3.0,797,332,55,41
78.99,21.01,THUERINGEN,51,4.49,2022-05-06T16:05:14Z,31,9,29.03,545,145,4.027777777777778,690,228,44,36
