"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.12,16.88,SCHLESWIG_HOLSTEIN,45,6.38,2022-04-09T16:05:30Z,45,14,31.11,586,119,3.838709677419355,705,483,41,31
79.2,20.8,HAMBURG,10,7.59,2022-04-09T16:05:30Z,42,17,40.48,438,115,4.791666666666667,553,319,34,24
82.8,17.2,NIEDERSACHSEN,99,7.52,2022-04-09T16:05:30Z,150,59,39.33,1651,343,2.9316239316239314,1994,962,151,117
88.89,11.11,BREMEN,3,6.67,2022-04-09T16:05:30Z,12,3,25.0,160,20,1.8181818181818181,180,93,13,11
84.43,15.57,NORDRHEIN_WESTFALEN,280,6.83,2022-04-09T16:05:30Z,401,169,42.14,4958,914,3.046666666666667,5872,2033,398,300
87.5,12.5,HESSEN,61,7.76,2022-04-09T16:05:30Z,152,62,40.79,1715,245,2.606382978723404,1960,627,114,94
79.62,20.38,RHEINLAND_PFALZ,51,7.88,2022-04-09T16:05:30Z,87,32,36.78,879,225,3.0405405405405403,1104,365,94,74
84.72,15.28,BADEN_WUERTTEMBERG,133,8.45,2022-04-09T16:05:30Z,220,94,42.73,2207,398,3.1587301587301586,2605,1052,183,126
85.17,14.83,BAYERN,172,9.68,2022-04-09T16:05:30Z,338,128,37.87,2975,518,2.5771144278606966,3493,607,268,201
82.73,17.27,SAARLAND,28,9.17,2022-04-09T16:05:30Z,43,10,23.26,388,81,5.0625,469,239,23,16
88.64,11.36,BERLIN,29,8.48,2022-04-09T16:05:30Z,94,49,52.13,983,126,3.073170731707317,1109,319,68,41
79.76,20.24,BRANDENBURG,40,8.12,2022-04-09T16:05:30Z,55,19,34.55,540,137,2.6862745098039214,677,338,57,51
80.54,19.46,MECKLENBURG_VORPOMMERN,37,9.05,2022-04-09T16:05:30Z,60,24,40.0,534,129,4.03125,663,214,42,32
76.77,23.23,SACHSEN,77,11.93,2022-04-09T16:05:30Z,172,54,31.4,1107,335,4.785714285714286,1442,444,96,70
81.28,18.72,SACHSEN_ANHALT,32,8.08,2022-04-09T16:05:30Z,63,22,34.92,634,146,3.5609756097560976,780,332,55,41
80.18,19.82,THUERINGEN,51,8.56,2022-04-09T16:05:30Z,57,13,22.81,534,132,3.6666666666666665,666,228,43,36
