"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.82,24.18,SCHLESWIG_HOLSTEIN,66,2.23,2021-09-06T16:19:13Z,17,14,82.35,577,184,5.935483870967742,761,461,38,31
77.53,22.47,HAMBURG,40,7.7,2021-09-06T16:19:13Z,48,36,75.0,483,140,5.833333333333333,623,343,34,24
79.19,20.81,NIEDERSACHSEN,155,4.75,2021-09-06T16:19:13Z,99,64,64.65,1652,434,3.7094017094017095,2086,1111,152,117
83.86,16.14,BREMEN,11,2.69,2021-09-06T16:19:13Z,6,3,50.0,187,36,3.272727272727273,223,130,13,11
85.07,14.93,NORDRHEIN_WESTFALEN,404,7.1,2021-09-06T16:19:13Z,429,216,50.35,5139,902,2.9966777408637872,6041,2473,398,301
86.79,13.21,HESSEN,65,6.17,2021-09-06T16:19:13Z,122,48,39.34,1715,261,2.806451612903226,1976,767,113,93
77.63,22.37,RHEINLAND_PFALZ,100,6.15,2021-09-06T16:19:13Z,69,32,46.38,871,251,3.3466666666666667,1122,438,94,75
82.77,17.23,BADEN_WUERTTEMBERG,247,6.27,2021-09-06T16:19:13Z,173,72,41.62,2282,475,3.8306451612903225,2757,1362,181,124
82.64,17.36,BAYERN,306,5.05,2021-09-06T16:19:13Z,183,88,48.09,2995,629,3.129353233830846,3624,1078,268,201
87.55,12.45,SAARLAND,37,5.81,2021-09-06T16:19:13Z,28,13,46.43,422,60,3.75,482,271,23,16
86.86,13.14,BERLIN,44,6.69,2021-09-06T16:19:13Z,79,48,60.76,1025,155,3.7804878048780486,1180,428,64,41
80.91,19.09,BRANDENBURG,36,2.12,2021-09-06T16:19:13Z,14,6,42.86,534,126,2.625,660,380,54,48
79.68,20.32,MECKLENBURG_VORPOMMERN,42,1.61,2021-09-06T16:19:13Z,11,6,54.55,545,139,4.34375,684,233,42,32
79.89,20.11,SACHSEN,137,1.49,2021-09-06T16:19:13Z,24,14,58.33,1287,324,4.563380281690141,1611,634,95,71
82.16,17.84,SACHSEN_ANHALT,47,0.74,2021-09-06T16:19:13Z,6,2,33.33,663,144,3.5121951219512195,807,354,55,41
74.3,25.7,THUERINGEN,64,1.54,2021-09-06T16:19:13Z,11,8,72.73,529,183,5.083333333333333,712,342,44,36
