"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.2,16.8,SCHLESWIG_HOLSTEIN,39,4.92,2022-03-10T20:05:00Z,36,14,38.89,609,123,3.967741935483871,732,469,41,31
78.31,21.69,HAMBURG,29,6.54,2022-03-10T20:05:00Z,38,20,52.63,455,126,5.25,581,319,34,24
80.84,19.16,NIEDERSACHSEN,134,6.24,2022-03-10T20:05:00Z,130,60,46.15,1684,399,3.3813559322033897,2083,960,153,118
91.67,8.33,BREMEN,4,5.88,2022-03-10T20:05:00Z,12,6,50.0,187,17,1.5454545454545454,204,81,13,11
85.24,14.76,NORDRHEIN_WESTFALEN,251,7.21,2022-03-10T20:05:00Z,430,191,44.42,5081,880,2.94314381270903,5961,2004,397,299
86.13,13.87,HESSEN,53,7.16,2022-03-10T20:05:00Z,144,59,40.97,1732,279,2.9680851063829787,2011,621,114,94
80.82,19.18,RHEINLAND_PFALZ,53,7.76,2022-03-10T20:05:00Z,87,37,42.53,906,215,2.9054054054054053,1121,366,94,74
83.75,16.25,BADEN_WUERTTEMBERG,125,9.62,2022-03-10T20:05:00Z,251,104,41.43,2185,424,3.365079365079365,2609,1068,183,126
85.58,14.42,BAYERN,151,10.63,2022-03-10T20:05:00Z,381,159,41.73,3068,517,2.572139303482587,3585,615,268,201
77.78,22.22,SAARLAND,35,7.0,2022-03-10T20:05:00Z,34,7,20.59,378,108,6.75,486,257,23,16
86.95,13.05,BERLIN,37,12.43,2022-03-10T20:05:00Z,141,84,59.57,986,148,3.6097560975609757,1134,316,68,41
80.98,19.02,BRANDENBURG,54,8.79,2022-03-10T20:05:00Z,61,24,39.34,562,132,2.588235294117647,694,334,57,51
80.65,19.35,MECKLENBURG_VORPOMMERN,33,13.59,2022-03-10T20:05:00Z,92,41,44.57,546,131,4.09375,677,215,42,32
80.88,19.12,SACHSEN,77,10.81,2022-03-10T20:05:00Z,160,47,29.38,1197,283,3.9859154929577465,1480,432,96,71
84.5,15.5,SACHSEN_ANHALT,41,9.43,2022-03-10T20:05:00Z,73,34,46.58,654,120,2.926829268292683,774,321,55,41
79.59,20.41,THUERINGEN,42,7.14,2022-03-10T20:05:00Z,49,18,36.73,546,140,3.888888888888889,686,229,44,36
