"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.53,21.47,SCHLESWIG_HOLSTEIN,62,2.09,2021-09-08T16:19:09Z,16,13,81.25,600,164,5.290322580645161,764,460,38,31
82.42,17.58,HAMBURG,33,8.32,2021-09-08T16:19:09Z,53,34,64.15,525,112,4.666666666666667,637,325,34,24
80.9,19.1,NIEDERSACHSEN,142,5.21,2021-09-08T16:19:09Z,111,62,55.86,1724,407,3.4786324786324787,2131,1083,152,117
90.37,9.63,BREMEN,8,3.21,2021-09-08T16:19:09Z,7,5,71.43,197,21,1.9090909090909092,218,130,13,11
86.79,13.21,NORDRHEIN_WESTFALEN,367,7.08,2021-09-08T16:19:09Z,428,222,51.87,5248,799,2.6633333333333336,6047,2475,397,300
88.2,11.8,HESSEN,59,6.48,2021-09-08T16:19:09Z,128,53,41.41,1741,233,2.5053763440860215,1974,763,113,93
79.65,20.35,RHEINLAND_PFALZ,84,6.52,2021-09-08T16:19:09Z,74,38,51.35,904,231,3.08,1135,438,94,75
85.66,14.34,BADEN_WUERTTEMBERG,204,6.37,2021-09-08T16:19:09Z,175,79,45.14,2353,394,3.1774193548387095,2747,1365,181,124
85.07,14.93,BAYERN,294,5.7,2021-09-08T16:19:09Z,208,112,53.85,3106,545,2.711442786069652,3651,1067,268,201
86.8,13.2,SAARLAND,28,6.8,2021-09-08T16:19:09Z,33,15,45.45,421,64,4.0,485,271,23,16
87.46,12.54,BERLIN,36,6.69,2021-09-08T16:19:09Z,79,53,67.09,1032,148,3.6097560975609757,1180,422,64,41
82.22,17.78,BRANDENBURG,41,2.43,2021-09-08T16:19:09Z,16,8,50.0,541,117,2.4375,658,379,54,48
83.16,16.84,MECKLENBURG_VORPOMMERN,42,1.65,2021-09-08T16:19:09Z,11,7,63.64,553,112,3.5,665,226,40,32
82.81,17.19,SACHSEN,135,1.66,2021-09-08T16:19:09Z,27,13,48.15,1344,279,3.9295774647887325,1623,632,95,71
83.6,16.4,SACHSEN_ANHALT,49,0.74,2021-09-08T16:19:09Z,6,1,16.67,678,133,3.2439024390243905,811,354,55,41
76.86,23.14,THUERINGEN,59,2.1,2021-09-08T16:19:09Z,15,9,60.0,548,165,4.583333333333333,713,342,44,36
