"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
78.02,21.98,SCHLESWIG_HOLSTEIN,11.05,2021-01-27T17:21:13Z,86,48,55.81,607,171,778,480,39
81.79,18.21,HAMBURG,13.36,2021-01-27T17:21:13Z,91,58,63.74,557,124,681,324,34
83.88,16.12,NIEDERSACHSEN,12.31,2021-01-27T17:21:13Z,271,139,51.29,1847,355,2202,1040,153
83.26,16.74,BREMEN,15.38,2021-01-27T17:21:13Z,34,22,64.71,184,37,221,135,14
85.93,14.07,NORDRHEIN_WESTFALEN,12.44,2021-01-27T17:21:13Z,806,454,56.33,5569,912,6481,2504,406
88.89,11.11,HESSEN,19.72,2021-01-27T17:21:13Z,412,203,49.27,1857,232,2089,810,116
78.67,21.33,RHEINLAND_PFALZ,15.35,2021-01-27T17:21:13Z,185,90,48.65,948,257,1205,436,94
84.82,15.18,BADEN_WUERTTEMBERG,15.42,2021-01-27T17:21:13Z,441,260,58.96,2425,434,2859,1371,183
85.36,14.64,BAYERN,18.21,2021-01-27T17:21:13Z,700,383,54.71,3282,563,3845,1135,269
87.43,12.57,SAARLAND,15.67,2021-01-27T17:21:13Z,81,37,45.68,452,65,517,241,24
88.44,11.56,BERLIN,29.28,2021-01-27T17:21:13Z,380,269,70.79,1148,150,1298,386,64
80.68,19.32,BRANDENBURG,24.18,2021-01-27T17:21:13Z,184,91,49.46,614,147,761,340,56
78.96,21.04,MECKLENBURG_VORPOMMERN,11.22,2021-01-27T17:21:13Z,80,37,46.25,563,150,713,235,42
76.26,23.74,SACHSEN,23.62,2021-01-27T17:21:13Z,385,207,53.77,1243,387,1630,631,94
86.48,13.52,SACHSEN_ANHALT,20.11,2021-01-27T17:21:13Z,183,105,57.38,787,123,910,344,55
86.3,13.7,THUERINGEN,21.6,2021-01-27T17:21:13Z,175,98,56.0,699,111,810,349,45
