"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.98,16.02,SCHLESWIG_HOLSTEIN,45,5.15,2022-03-30T16:05:16Z,37,19,51.35,603,115,3.7096774193548385,718,478,41,31
76.87,23.13,HAMBURG,22,6.78,2022-03-30T16:05:16Z,39,20,51.28,442,133,5.541666666666667,575,316,34,24
84.63,15.37,NIEDERSACHSEN,100,9.0,2022-03-30T16:05:16Z,185,70,37.84,1740,316,2.6779661016949152,2056,974,154,118
92.86,7.14,BREMEN,2,8.67,2022-03-30T16:05:16Z,17,8,47.06,182,14,1.2727272727272727,196,80,13,11
87.05,12.95,NORDRHEIN_WESTFALEN,239,7.8,2022-03-30T16:05:16Z,464,169,36.42,5176,770,2.566666666666667,5946,2014,397,300
86.89,13.11,HESSEN,43,8.0,2022-03-30T16:05:16Z,158,70,44.3,1716,259,2.75531914893617,1975,621,114,94
81.97,18.03,RHEINLAND_PFALZ,42,9.51,2022-03-30T16:05:16Z,106,37,34.91,914,201,2.7162162162162162,1115,366,94,74
84.76,15.24,BADEN_WUERTTEMBERG,114,10.41,2022-03-30T16:05:16Z,272,113,41.54,2214,398,3.1587301587301586,2612,1054,183,126
86.01,13.99,BAYERN,150,11.6,2022-03-30T16:05:16Z,409,156,38.14,3032,493,2.4527363184079602,3525,612,268,201
83.51,16.49,SAARLAND,22,12.36,2022-03-30T16:05:16Z,57,8,14.04,385,76,4.75,461,241,23,16
85.91,14.09,BERLIN,39,9.34,2022-03-30T16:05:16Z,104,52,50.0,957,157,3.8292682926829267,1114,315,68,41
80.8,19.2,BRANDENBURG,37,9.6,2022-03-30T16:05:16Z,67,30,44.78,564,134,2.627450980392157,698,339,57,51
80.27,19.73,MECKLENBURG_VORPOMMERN,30,11.93,2022-03-30T16:05:16Z,81,28,34.57,545,134,4.1875,679,210,42,32
79.79,20.21,SACHSEN,74,13.03,2022-03-30T16:05:16Z,189,53,28.04,1157,293,4.185714285714286,1450,430,96,70
82.66,17.34,SACHSEN_ANHALT,41,9.3,2022-03-30T16:05:16Z,74,31,41.89,658,138,3.3658536585365852,796,328,55,41
78.92,21.08,THUERINGEN,37,11.21,2022-03-30T16:05:16Z,75,21,28.0,528,141,3.9166666666666665,669,234,44,36
