"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
80.1,19.9,SCHLESWIG_HOLSTEIN,52,2.23,2021-08-25T16:19:08Z,17,6,35.29,612,152,4.903225806451613,764,460,38,31
80.67,19.33,HAMBURG,39,6.87,2021-08-25T16:19:08Z,43,27,62.79,505,121,5.041666666666667,626,344,34,24
79.93,20.07,NIEDERSACHSEN,174,2.31,2021-08-25T16:19:08Z,45,22,48.89,1557,391,3.3706896551724137,1948,1004,149,116
85.58,14.42,BREMEN,11,3.26,2021-08-25T16:19:08Z,7,2,28.57,184,31,2.8181818181818183,215,133,13,11
83.97,16.03,NORDRHEIN_WESTFALEN,446,4.55,2021-08-25T16:19:08Z,276,133,48.19,5097,973,3.254180602006689,6070,2471,397,299
85.94,14.06,HESSEN,67,3.59,2021-08-25T16:19:08Z,72,25,34.72,1724,282,3.0,2006,770,114,94
75.91,24.09,RHEINLAND_PFALZ,123,3.01,2021-08-25T16:19:08Z,34,13,38.24,857,272,3.6266666666666665,1129,427,94,75
82.35,17.65,BADEN_WUERTTEMBERG,261,3.47,2021-08-25T16:19:08Z,96,42,43.75,2281,489,3.943548387096774,2770,1363,181,124
82.99,17.01,BAYERN,304,3.42,2021-08-25T16:19:08Z,126,61,48.41,3054,626,3.1144278606965172,3680,1099,268,201
85.71,14.29,SAARLAND,35,4.35,2021-08-25T16:19:08Z,21,9,42.86,414,69,4.3125,483,267,23,16
88.94,11.06,BERLIN,47,4.12,2021-08-25T16:19:08Z,48,26,54.17,1037,129,3.1463414634146343,1166,421,64,41
81.83,18.17,BRANDENBURG,37,0.76,2021-08-25T16:19:08Z,5,3,60.0,536,119,2.4791666666666665,655,382,54,48
77.09,22.91,MECKLENBURG_VORPOMMERN,34,1.58,2021-08-25T16:19:08Z,10,8,80.0,488,145,4.67741935483871,633,229,41,31
81.26,18.74,SACHSEN,137,1.51,2021-08-25T16:19:08Z,24,13,54.17,1288,297,4.304347826086956,1585,636,93,69
80.95,19.05,SACHSEN_ANHALT,57,0.97,2021-08-25T16:19:08Z,8,5,62.5,667,157,3.8292682926829267,824,360,55,41
77.59,22.41,THUERINGEN,56,0.7,2021-08-25T16:19:08Z,5,3,60.0,554,160,4.444444444444445,714,343,44,36
