"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.71,21.29,SCHLESWIG_HOLSTEIN,65,2.5,2021-06-18T16:19:05Z,19,16,84.21,599,162,5.225806451612903,761,464,38,31
81.06,18.94,HAMBURG,39,4.85,2021-06-18T16:19:05Z,31,21,67.74,518,121,5.260869565217392,639,310,33,23
82.43,17.57,NIEDERSACHSEN,170,2.3,2021-06-18T16:19:05Z,49,36,73.47,1759,375,3.2051282051282053,2134,1033,152,117
89.35,10.65,BREMEN,13,3.24,2021-06-18T16:19:05Z,7,4,57.14,193,23,1.9166666666666667,216,133,14,12
84.95,15.05,NORDRHEIN_WESTFALEN,476,3.23,2021-06-18T16:19:05Z,202,150,74.26,5311,941,3.1056105610561056,6252,2489,402,303
85.07,14.93,HESSEN,96,5.55,2021-06-18T16:19:05Z,113,67,59.29,1732,304,3.234042553191489,2036,728,114,94
76.07,23.93,RHEINLAND_PFALZ,143,3.29,2021-06-18T16:19:05Z,39,21,53.85,903,284,3.7866666666666666,1187,449,94,75
85.19,14.81,BADEN_WUERTTEMBERG,226,4.46,2021-06-18T16:19:05Z,125,84,67.2,2387,415,3.32,2802,1365,182,125
82.54,17.46,BAYERN,354,4.86,2021-06-18T16:19:05Z,180,120,66.67,3058,647,3.202970297029703,3705,1087,270,202
83.6,16.4,SAARLAND,41,1.98,2021-06-18T16:19:05Z,10,8,80.0,423,83,4.882352941176471,506,247,24,17
84.93,15.07,BERLIN,68,6.16,2021-06-18T16:19:05Z,74,60,81.08,1020,181,4.414634146341464,1201,411,64,41
83.91,16.09,BRANDENBURG,37,2.03,2021-06-18T16:19:05Z,14,10,71.43,579,111,2.22,690,368,56,50
83.75,16.25,MECKLENBURG_VORPOMMERN,39,1.61,2021-06-18T16:19:05Z,11,11,100.0,572,111,3.46875,683,222,42,32
82.38,17.62,SACHSEN,130,5.6,2021-06-18T16:19:05Z,90,66,73.33,1323,283,3.9859154929577465,1606,626,95,71
82.29,17.71,SACHSEN_ANHALT,59,1.37,2021-06-18T16:19:05Z,12,9,75.0,720,155,3.7804878048780486,875,347,55,41
82.01,17.99,THUERINGEN,62,4.67,2021-06-18T16:19:05Z,34,20,58.82,597,131,3.638888888888889,728,335,44,36
