"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
77.37,22.63,SCHLESWIG_HOLSTEIN,61,1.58,2021-07-02T16:19:05Z,12,9,75.0,588,172,5.548387096774194,760,464,38,31
81.96,18.04,HAMBURG,43,3.27,2021-07-02T16:19:05Z,21,14,66.67,527,116,5.043478260869565,643,311,33,23
81.39,18.61,NIEDERSACHSEN,162,0.72,2021-07-02T16:19:05Z,14,9,64.29,1588,363,3.1293103448275863,1951,973,149,116
80.44,19.56,BREMEN,7,0.89,2021-07-02T16:19:05Z,2,1,50.0,181,44,3.6666666666666665,225,128,14,12
84.6,15.4,NORDRHEIN_WESTFALEN,459,1.85,2021-07-02T16:19:05Z,114,85,74.56,5223,951,3.1386138613861387,6174,2518,402,303
83.8,16.2,HESSEN,97,4.0,2021-07-02T16:19:05Z,81,45,55.56,1697,328,3.4893617021276597,2025,750,114,94
75.19,24.81,RHEINLAND_PFALZ,135,1.1,2021-07-02T16:19:05Z,13,8,61.54,888,293,3.9066666666666667,1181,452,94,75
81.63,18.37,BADEN_WUERTTEMBERG,270,2.37,2021-07-02T16:19:05Z,66,47,71.21,2270,511,4.120967741935484,2781,1370,181,124
82.34,17.66,BAYERN,359,2.71,2021-07-02T16:19:05Z,101,65,64.36,3064,657,3.2524752475247523,3721,1093,270,202
86.8,13.2,SAARLAND,46,1.6,2021-07-02T16:19:05Z,8,6,75.0,434,66,3.8823529411764706,500,244,24,17
85.99,14.01,BERLIN,52,4.03,2021-07-02T16:19:05Z,48,36,75.0,1025,167,4.073170731707317,1192,420,64,41
81.31,18.69,BRANDENBURG,40,0.73,2021-07-02T16:19:05Z,5,4,80.0,557,128,2.56,685,390,56,50
82.58,17.42,MECKLENBURG_VORPOMMERN,37,0.73,2021-07-02T16:19:05Z,5,4,80.0,569,120,3.75,689,237,42,32
82.38,17.63,SACHSEN,127,2.56,2021-07-02T16:19:05Z,41,28,68.29,1318,282,3.971830985915493,1600,630,95,71
85.02,14.98,SACHSEN_ANHALT,52,1.45,2021-07-02T16:19:05Z,12,9,75.0,704,124,3.024390243902439,828,365,55,41
83.22,16.78,THUERINGEN,62,2.38,2021-07-02T16:19:05Z,17,12,70.59,595,120,3.3333333333333335,715,344,44,36
