"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.23,18.77,SCHLESWIG_HOLSTEIN,59,2.55,2021-09-10T16:19:09Z,19,12,63.16,606,140,4.516129032258065,746,468,38,31
82.35,17.65,HAMBURG,34,7.79,2021-09-10T16:19:09Z,49,33,67.35,518,111,4.625,629,322,34,24
83.22,16.78,NIEDERSACHSEN,142,5.69,2021-09-10T16:19:09Z,120,62,51.67,1756,354,3.0256410256410255,2110,1101,152,117
91.47,8.53,BREMEN,8,6.16,2021-09-10T16:19:09Z,13,5,38.46,193,18,1.6363636363636365,211,132,13,11
87.0,13.0,NORDRHEIN_WESTFALEN,350,6.86,2021-09-10T16:19:09Z,414,224,54.11,5249,784,2.604651162790698,6033,2475,397,301
88.82,11.18,HESSEN,53,6.6,2021-09-10T16:19:09Z,131,58,44.27,1764,222,2.3870967741935485,1986,758,113,93
77.16,22.84,RHEINLAND_PFALZ,90,7.32,2021-09-10T16:19:09Z,83,37,44.58,875,259,3.453333333333333,1134,431,94,75
85.02,14.98,BADEN_WUERTTEMBERG,201,6.28,2021-09-10T16:19:09Z,172,83,48.26,2327,410,3.306451612903226,2737,1370,181,124
84.31,15.69,BAYERN,289,6.09,2021-09-10T16:19:09Z,223,121,54.26,3089,575,2.8606965174129355,3664,1064,268,201
85.92,14.08,SAARLAND,26,6.0,2021-09-10T16:19:09Z,29,15,51.72,415,68,4.25,483,271,23,16
88.9,11.1,BERLIN,39,6.92,2021-09-10T16:19:09Z,81,58,71.6,1041,130,3.1707317073170733,1171,428,64,41
79.67,20.33,BRANDENBURG,40,2.43,2021-09-10T16:19:09Z,16,8,50.0,525,134,2.7916666666666665,659,382,54,48
82.22,17.78,MECKLENBURG_VORPOMMERN,43,1.6,2021-09-10T16:19:09Z,11,5,45.45,564,122,3.8125,686,232,42,32
82.81,17.19,SACHSEN,134,1.86,2021-09-10T16:19:09Z,30,13,43.33,1339,278,3.915492957746479,1617,636,95,71
83.95,16.05,SACHSEN_ANHALT,48,0.86,2021-09-10T16:19:09Z,7,1,14.29,685,131,3.1951219512195124,816,351,55,41
80.33,19.67,THUERINGEN,63,2.09,2021-09-10T16:19:09Z,15,9,60.0,576,141,3.9166666666666665,717,342,44,36
