"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
79.5,20.5,SCHLESWIG_HOLSTEIN,48,7.7,2022-01-23T18:05:00Z,56,34,60.71,578,149,4.806451612903226,727,478,41,31
78.15,21.85,HAMBURG,20,14.03,2022-01-23T18:05:00Z,79,48,60.76,440,123,5.125,563,322,34,24
79.79,20.21,NIEDERSACHSEN,151,5.96,2022-01-23T18:05:00Z,125,68,54.4,1674,424,3.593220338983051,2098,975,153,118
82.45,17.55,BREMEN,10,12.77,2022-01-23T18:05:00Z,24,16,66.67,155,33,3.0,188,84,13,11
84.15,15.85,NORDRHEIN_WESTFALEN,283,7.43,2022-01-23T18:05:00Z,445,245,55.06,5038,949,3.1528239202657806,5987,2017,400,301
84.5,15.5,HESSEN,69,10.76,2022-01-23T18:05:00Z,211,105,49.76,1657,304,3.234042553191489,1961,625,114,94
81.24,18.76,RHEINLAND_PFALZ,69,7.03,2022-01-23T18:05:00Z,78,40,51.28,901,208,2.7733333333333334,1109,373,95,75
81.66,18.34,BADEN_WUERTTEMBERG,184,11.42,2022-01-23T18:05:00Z,302,186,61.59,2160,485,3.8492063492063493,2645,1077,183,126
79.88,20.12,BAYERN,272,9.17,2022-01-23T18:05:00Z,331,180,54.38,2883,726,3.611940298507463,3609,605,268,201
80.54,19.46,SAARLAND,50,6.28,2022-01-23T18:05:00Z,30,15,50.0,385,93,5.8125,478,257,23,16
89.48,10.52,BERLIN,36,16.56,2022-01-23T18:05:00Z,189,126,66.67,1021,120,2.926829268292683,1141,305,68,41
77.12,22.88,BRANDENBURG,68,12.57,2022-01-23T18:05:00Z,89,48,53.93,546,162,3.176470588235294,708,331,57,51
80.49,19.51,MECKLENBURG_VORPOMMERN,42,10.26,2022-01-23T18:05:00Z,71,48,67.61,557,135,4.21875,692,205,42,32
75.84,24.16,SACHSEN,102,14.81,2022-01-23T18:05:00Z,217,149,68.66,1111,354,4.985915492957746,1465,424,96,71
80.42,19.58,SACHSEN_ANHALT,52,10.41,2022-01-23T18:05:00Z,84,60,71.43,649,158,3.8536585365853657,807,311,55,41
76.1,23.9,THUERINGEN,61,13.51,2022-01-23T18:05:00Z,95,55,57.89,535,168,4.666666666666667,703,225,44,36
