"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
74.17,25.83,SCHLESWIG_HOLSTEIN,75,0.53,2021-07-18T16:19:05Z,4,3,75.0,560,195,6.290322580645161,755,468,38,31
80.61,19.39,HAMBURG,40,2.24,2021-07-18T16:19:05Z,14,12,85.71,503,121,5.260869565217392,624,319,33,23
77.67,22.33,NIEDERSACHSEN,159,1.0,2021-07-18T16:19:05Z,19,9,47.37,1478,425,3.663793103448276,1903,1026,149,116
87.11,12.89,BREMEN,7,0.52,2021-07-18T16:19:05Z,1,1,100.0,169,25,2.272727272727273,194,137,13,11
81.97,18.03,NORDRHEIN_WESTFALEN,465,1.36,2021-07-18T16:19:05Z,82,53,64.63,4943,1087,3.5993377483443707,6030,2501,401,302
83.26,16.74,HESSEN,83,2.37,2021-07-18T16:19:05Z,47,22,46.81,1651,332,3.5698924731182795,1983,744,113,93
73.76,26.24,RHEINLAND_PFALZ,144,1.31,2021-07-18T16:19:05Z,15,12,80.0,846,301,4.013333333333334,1147,448,94,75
80.78,19.22,BADEN_WUERTTEMBERG,236,1.87,2021-07-18T16:19:05Z,51,32,62.75,2206,525,4.2,2731,1382,182,125
81.9,18.1,BAYERN,353,1.58,2021-07-18T16:19:05Z,58,39,67.24,3000,663,3.282178217821782,3663,1103,269,202
84.93,15.07,SAARLAND,48,1.02,2021-07-18T16:19:05Z,5,2,40.0,417,74,4.352941176470588,491,257,24,17
83.88,16.12,BERLIN,54,3.14,2021-07-18T16:19:05Z,37,27,72.97,989,190,4.634146341463414,1179,420,64,41
78.68,21.32,BRANDENBURG,41,0.74,2021-07-18T16:19:05Z,5,2,40.0,535,145,2.9,680,394,56,50
74.33,25.67,MECKLENBURG_VORPOMMERN,44,0.0,2021-07-18T16:19:05Z,0,0,0.0,501,173,5.580645161290323,674,235,41,31
76.77,23.23,SACHSEN,150,1.12,2021-07-18T16:19:05Z,18,11,61.11,1236,374,5.267605633802817,1610,635,95,71
83.58,16.42,SACHSEN_ANHALT,53,0.24,2021-07-18T16:19:05Z,2,1,50.0,687,135,3.292682926829268,822,372,55,41
78.57,21.43,THUERINGEN,53,1.68,2021-07-18T16:19:05Z,12,11,91.67,561,153,4.25,714,337,44,36
