"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.91,18.09,SCHLESWIG_HOLSTEIN,34,5.52,2022-03-05T18:05:00Z,40,14,35.0,593,131,4.225806451612903,724,478,41,31
78.04,21.96,HAMBURG,29,7.01,2022-03-05T18:05:00Z,38,19,50.0,423,119,5.173913043478261,542,308,33,23
81.05,18.95,NIEDERSACHSEN,134,6.89,2022-03-05T18:05:00Z,143,66,46.15,1681,393,3.330508474576271,2074,975,153,118
86.84,13.16,BREMEN,6,9.47,2022-03-05T18:05:00Z,18,8,44.44,165,25,2.272727272727273,190,84,13,11
84.72,15.28,NORDRHEIN_WESTFALEN,267,7.32,2022-03-05T18:05:00Z,434,197,45.39,5024,906,3.02,5930,2021,399,300
86.49,13.51,HESSEN,57,8.0,2022-03-05T18:05:00Z,158,71,44.94,1709,267,2.8404255319148937,1976,625,114,94
79.14,20.86,RHEINLAND_PFALZ,62,7.52,2022-03-05T18:05:00Z,84,32,38.1,884,233,3.1486486486486487,1117,369,94,74
83.96,16.04,BADEN_WUERTTEMBERG,134,9.6,2022-03-05T18:05:00Z,252,109,43.25,2204,421,3.3412698412698414,2625,1049,183,126
85.06,14.94,BAYERN,166,10.51,2022-03-05T18:05:00Z,372,162,43.55,3011,529,2.6318407960199006,3540,616,268,201
78.26,21.74,SAARLAND,45,5.18,2022-03-05T18:05:00Z,25,9,36.0,378,105,6.5625,483,260,23,16
85.62,14.38,BERLIN,41,11.41,2022-03-05T18:05:00Z,127,76,59.84,953,160,3.902439024390244,1113,319,68,41
80.97,19.03,BRANDENBURG,46,8.35,2022-03-05T18:05:00Z,57,22,38.6,553,130,2.549019607843137,683,337,57,51
79.61,20.39,MECKLENBURG_VORPOMMERN,35,12.2,2022-03-05T18:05:00Z,82,41,50.0,535,137,4.28125,672,211,42,32
77.99,22.01,SACHSEN,91,10.81,2022-03-05T18:05:00Z,161,45,27.95,1162,328,4.619718309859155,1490,436,96,71
78.07,21.93,SACHSEN_ANHALT,49,8.06,2022-03-05T18:05:00Z,61,27,44.26,591,166,4.048780487804878,757,321,55,41
81.62,18.38,THUERINGEN,34,7.65,2022-03-05T18:05:00Z,52,20,38.46,555,125,3.4722222222222223,680,228,43,36
