"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
78.73,21.27,SCHLESWIG_HOLSTEIN,9.21,2021-01-21T17:22:03Z,71,39,54.93,607,164,771,486,39
83.23,16.77,HAMBURG,15.73,2021-01-21T17:22:03Z,106,63,59.43,561,113,674,325,34
81.82,18.18,NIEDERSACHSEN,12.65,2021-01-21T17:22:03Z,277,140,50.54,1791,398,2189,1021,153
90.35,9.65,BREMEN,15.79,2021-01-21T17:22:03Z,36,19,52.78,206,22,228,140,14
86.49,13.51,NORDRHEIN_WESTFALEN,13.57,2021-01-21T17:22:03Z,881,503,57.09,5616,877,6493,2484,406
86.44,13.56,HESSEN,20.01,2021-01-21T17:22:03Z,416,237,56.97,1797,282,2079,814,115
76.3,23.7,RHEINLAND_PFALZ,15.39,2021-01-21T17:22:03Z,187,101,54.01,927,288,1215,430,94
86.72,13.28,BADEN_WUERTTEMBERG,16.8,2021-01-21T17:22:03Z,486,291,59.88,2508,384,2892,1367,183
85.22,14.78,BAYERN,19.23,2021-01-21T17:22:03Z,743,417,56.12,3293,571,3864,1128,269
85.99,14.01,SAARLAND,18.09,2021-01-21T17:22:03Z,93,42,45.16,442,72,514,240,24
88.25,11.75,BERLIN,29.88,2021-01-21T17:22:03Z,389,266,68.38,1149,153,1302,382,64
81.79,18.21,BRANDENBURG,27.7,2021-01-21T17:22:03Z,213,95,44.6,629,140,769,331,56
81.96,18.04,MECKLENBURG_VORPOMMERN,12.12,2021-01-21T17:22:03Z,88,38,43.18,595,131,726,226,42
76.66,23.34,SACHSEN,27.4,2021-01-21T17:22:03Z,446,257,57.62,1248,380,1628,626,94
86.49,13.51,SACHSEN_ANHALT,20.81,2021-01-21T17:22:03Z,191,118,61.78,794,124,918,345,55
83.33,16.67,THUERINGEN,21.11,2021-01-21T17:22:03Z,171,101,59.06,675,135,810,351,45
