"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
76.4,23.6,SCHLESWIG_HOLSTEIN,54,1.07,2021-08-01T16:19:13Z,8,5,62.5,573,177,5.709677419354839,750,472,38,31
81.66,18.34,HAMBURG,32,2.92,2021-08-01T16:19:13Z,18,11,61.11,503,113,4.913043478260869,616,326,33,23
77.73,22.27,NIEDERSACHSEN,156,1.06,2021-08-01T16:19:13Z,20,7,35.0,1466,420,3.6206896551724137,1886,1036,150,116
78.06,21.94,BREMEN,10,0.51,2021-08-01T16:19:13Z,1,0,0.0,153,43,3.909090909090909,196,136,13,11
82.14,17.86,NORDRHEIN_WESTFALEN,559,1.35,2021-08-01T16:19:13Z,81,36,44.44,4921,1070,3.566666666666667,5991,2480,397,300
84.62,15.38,HESSEN,80,2.14,2021-08-01T16:19:13Z,42,16,38.1,1662,302,3.2127659574468086,1964,760,114,94
76.51,23.49,RHEINLAND_PFALZ,129,1.68,2021-08-01T16:19:13Z,19,7,36.84,863,265,3.533333333333333,1128,447,94,75
82.92,17.08,BADEN_WUERTTEMBERG,261,1.81,2021-08-01T16:19:13Z,50,30,60.0,2287,471,3.768,2758,1385,182,125
82.58,17.42,BAYERN,319,1.3,2021-08-01T16:19:13Z,47,26,55.32,2995,632,3.128712871287129,3627,1091,269,202
83.73,16.27,SAARLAND,40,1.61,2021-08-01T16:19:13Z,8,5,62.5,417,81,4.764705882352941,498,257,24,17
83.83,16.17,BERLIN,64,2.99,2021-08-01T16:19:13Z,35,20,57.14,980,189,4.609756097560975,1169,415,64,41
77.86,22.14,BRANDENBURG,52,0.74,2021-08-01T16:19:13Z,5,1,20.0,524,149,3.0408163265306123,673,393,55,49
77.18,22.82,MECKLENBURG_VORPOMMERN,42,0.16,2021-08-01T16:19:13Z,1,0,0.0,477,141,4.862068965517241,618,223,39,29
77.83,22.17,SACHSEN,127,1.13,2021-08-01T16:19:13Z,18,10,55.56,1243,354,5.130434782608695,1597,627,93,69
79.23,20.77,SACHSEN_ANHALT,65,0.0,2021-08-01T16:19:13Z,0,0,0.0,641,168,4.2,809,359,54,40
78.97,21.03,THUERINGEN,56,1.53,2021-08-01T16:19:13Z,11,10,90.91,567,151,4.194444444444445,718,335,44,36
