"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
74.97,25.03,SCHLESWIG_HOLSTEIN,63,2.5,2021-09-20T16:19:07Z,19,9,47.37,569,190,6.129032258064516,759,462,38,31
78.69,21.31,HAMBURG,40,7.54,2021-09-20T16:19:07Z,46,28,60.87,480,130,5.416666666666667,610,338,34,24
82.28,17.72,NIEDERSACHSEN,135,6.37,2021-09-20T16:19:07Z,134,81,60.45,1732,373,3.1610169491525424,2105,1107,154,118
85.58,14.42,BREMEN,6,6.73,2021-09-20T16:19:07Z,14,11,78.57,178,30,2.727272727272727,208,135,13,11
84.9,15.1,NORDRHEIN_WESTFALEN,361,6.81,2021-09-20T16:19:07Z,404,241,59.65,5039,896,2.9767441860465116,5935,2472,393,301
83.5,16.5,HESSEN,73,7.12,2021-09-20T16:19:07Z,142,76,53.52,1665,329,3.5,1994,770,114,94
77.49,22.51,RHEINLAND_PFALZ,104,6.18,2021-09-20T16:19:07Z,70,28,40.0,878,255,3.4,1133,434,94,75
84.61,15.39,BADEN_WUERTTEMBERG,212,7.75,2021-09-20T16:19:07Z,210,107,50.95,2292,417,3.3629032258064515,2709,1378,181,124
81.86,18.14,BAYERN,305,8.01,2021-09-20T16:19:07Z,291,143,49.14,2973,659,3.2786069651741294,3632,1062,268,201
84.08,15.92,SAARLAND,30,5.71,2021-09-20T16:19:07Z,28,12,42.86,412,78,4.875,490,260,23,16
89.11,10.89,BERLIN,39,7.78,2021-09-20T16:19:07Z,90,56,62.22,1031,126,3.073170731707317,1157,428,64,41
77.71,22.29,BRANDENBURG,40,2.6,2021-09-20T16:19:07Z,17,6,35.29,509,146,3.0416666666666665,655,381,54,48
80.36,19.64,MECKLENBURG_VORPOMMERN,42,1.96,2021-09-20T16:19:07Z,13,8,61.54,532,130,4.0625,662,227,40,32
79.6,20.4,SACHSEN,142,2.29,2021-09-20T16:19:07Z,37,19,51.35,1284,329,4.633802816901408,1613,629,95,71
79.44,20.56,SACHSEN_ANHALT,64,0.73,2021-09-20T16:19:07Z,6,2,33.33,657,170,4.146341463414634,827,355,55,41
76.31,23.69,THUERINGEN,68,2.13,2021-09-20T16:19:07Z,15,7,46.67,538,167,4.638888888888889,705,341,44,36
