"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.07,24.93,SCHLESWIG_HOLSTEIN,71,1.06,2021-07-26T16:19:16Z,8,3,37.5,569,189,6.096774193548387,758,466,38,31
78.33,21.67,HAMBURG,42,2.89,2021-07-26T16:19:16Z,18,14,77.78,488,135,5.869565217391305,623,332,33,23
79.37,20.63,NIEDERSACHSEN,162,1.3,2021-07-26T16:19:16Z,25,8,32.0,1531,398,3.4310344827586206,1929,1021,150,116
81.74,18.26,BREMEN,11,0.46,2021-07-26T16:19:16Z,1,0,0.0,179,40,3.6363636363636362,219,134,13,11
82.82,17.18,NORDRHEIN_WESTFALEN,490,1.36,2021-07-26T16:19:16Z,83,45,54.22,5047,1047,3.478405315614618,6094,2476,400,301
82.02,17.98,HESSEN,87,2.07,2021-07-26T16:19:16Z,42,13,30.95,1665,365,3.882978723404255,2030,763,114,94
74.76,25.24,RHEINLAND_PFALZ,123,1.5,2021-07-26T16:19:16Z,17,8,47.06,850,287,3.8783783783783785,1137,430,93,74
81.37,18.63,BADEN_WUERTTEMBERG,271,1.71,2021-07-26T16:19:16Z,47,28,59.57,2241,513,4.137096774193548,2754,1366,181,124
81.79,18.21,BAYERN,317,1.39,2021-07-26T16:19:16Z,51,30,58.82,3004,669,3.3118811881188117,3673,1094,269,202
85.43,14.57,SAARLAND,43,1.0,2021-07-26T16:19:16Z,5,3,60.0,428,73,4.294117647058823,501,249,24,17
82.09,17.91,BERLIN,60,2.97,2021-07-26T16:19:16Z,35,17,48.57,967,211,5.146341463414634,1178,421,64,41
77.39,22.61,BRANDENBURG,38,0.76,2021-07-26T16:19:16Z,5,2,40.0,510,149,3.1041666666666665,659,378,54,48
78.01,21.99,MECKLENBURG_VORPOMMERN,42,0.15,2021-07-26T16:19:16Z,1,0,0.0,518,146,4.866666666666666,664,223,40,30
79.85,20.15,SACHSEN,148,1.0,2021-07-26T16:19:16Z,16,11,68.75,1276,322,4.666666666666667,1598,631,93,69
80.35,19.65,SACHSEN_ANHALT,63,0.37,2021-07-26T16:19:16Z,3,1,33.33,650,159,3.975,809,362,54,40
78.54,21.46,THUERINGEN,62,1.65,2021-07-26T16:19:16Z,12,10,83.33,571,156,4.333333333333333,727,334,44,36
