"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.05,21.95,SCHLESWIG_HOLSTEIN,51,3.08,2021-11-14T18:05:13Z,23,18,78.26,583,164,5.290322580645161,747,470,38,31
82.68,17.32,HAMBURG,32,7.84,2021-11-14T18:05:13Z,48,28,58.33,506,106,4.416666666666667,612,324,34,24
85.23,14.77,NIEDERSACHSEN,96,7.36,2021-11-14T18:05:13Z,148,79,53.38,1714,297,2.516949152542373,2011,1080,153,118
92.35,7.65,BREMEN,7,10.93,2021-11-14T18:05:13Z,20,14,70.0,169,14,1.2727272727272727,183,125,13,11
88.34,11.66,NORDRHEIN_WESTFALEN,272,8.29,2021-11-14T18:05:13Z,494,257,52.02,5263,695,2.308970099667774,5958,2441,398,301
89.56,10.44,HESSEN,49,11.41,2021-11-14T18:05:13Z,222,106,47.75,1742,203,2.1595744680851063,1945,735,114,94
78.91,21.09,RHEINLAND_PFALZ,69,8.45,2021-11-14T18:05:13Z,95,41,43.16,887,237,3.16,1124,429,94,75
84.88,15.12,BADEN_WUERTTEMBERG,165,14.48,2021-11-14T18:05:13Z,384,180,46.88,2251,401,3.1825396825396823,2652,1222,183,126
87.7,12.3,BAYERN,137,21.36,2021-11-14T18:05:13Z,752,409,54.39,3088,433,2.154228855721393,3521,804,268,201
83.26,16.74,SAARLAND,23,6.25,2021-11-14T18:05:13Z,28,9,32.14,373,75,4.6875,448,297,23,16
91.72,8.28,BERLIN,27,13.2,2021-11-14T18:05:13Z,153,96,62.75,1063,96,2.341463414634146,1159,343,64,41
77.17,22.83,BRANDENBURG,38,10.31,2021-11-14T18:05:13Z,70,27,38.57,524,155,3.163265306122449,679,371,55,49
83.9,16.1,MECKLENBURG_VORPOMMERN,35,7.8,2021-11-14T18:05:13Z,48,27,56.25,516,99,3.193548387096774,615,212,39,31
84.68,15.32,SACHSEN,59,21.98,2021-11-14T18:05:13Z,320,148,46.25,1233,223,3.140845070422535,1456,703,96,71
86.06,13.94,SACHSEN_ANHALT,45,8.79,2021-11-14T18:05:13Z,70,32,45.71,685,111,2.707317073170732,796,346,55,41
86.78,13.22,THUERINGEN,34,24.57,2021-11-14T18:05:13Z,171,92,53.8,604,92,2.5555555555555554,696,296,44,36
