"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
82.54,17.46,SCHLESWIG_HOLSTEIN,45,6.84,2021-12-11T18:05:00Z,49,27,55.1,591,125,4.032258064516129,716,464,41,31
85.01,14.99,HAMBURG,23,11.82,2021-12-11T18:05:00Z,67,40,59.7,482,85,3.5416666666666665,567,312,34,24
84.63,15.37,NIEDERSACHSEN,132,12.18,2021-12-11T18:05:00Z,248,137,55.24,1723,313,2.652542372881356,2036,997,154,118
93.02,6.98,BREMEN,5,18.6,2021-12-11T18:05:00Z,32,18,56.25,160,12,1.0909090909090908,172,91,13,11
88.97,11.03,NORDRHEIN_WESTFALEN,258,13.39,2021-12-11T18:05:00Z,782,422,53.96,5195,644,2.1324503311258276,5839,2006,396,302
90.32,9.68,HESSEN,59,15.44,2021-12-11T18:05:00Z,300,146,48.67,1755,188,2.0,1943,656,114,94
85.61,14.39,RHEINLAND_PFALZ,41,15.95,2021-12-11T18:05:00Z,174,89,51.15,934,157,2.0933333333333333,1091,385,95,75
88.09,11.91,BADEN_WUERTTEMBERG,121,24.94,2021-12-11T18:05:00Z,670,370,55.22,2366,320,2.5196850393700787,2686,1022,184,127
88.08,11.92,BAYERN,187,27.53,2021-12-11T18:05:00Z,1011,621,61.42,3235,438,2.1791044776119404,3673,569,268,201
83.22,16.78,SAARLAND,23,18.76,2021-12-11T18:05:00Z,85,42,49.41,377,76,4.75,453,271,23,16
89.81,10.19,BERLIN,41,21.5,2021-12-11T18:05:00Z,249,160,64.26,1040,118,2.8780487804878048,1158,307,64,41
86.55,13.45,BRANDENBURG,35,25.61,2021-12-11T18:05:00Z,179,73,40.78,605,94,1.8431372549019607,699,340,57,51
87.77,12.23,MECKLENBURG_VORPOMMERN,30,13.94,2021-12-11T18:05:00Z,98,53,54.08,617,86,2.6875,703,215,42,32
84.32,15.68,SACHSEN,65,37.48,2021-12-11T18:05:00Z,581,298,51.29,1307,243,3.4225352112676055,1550,415,96,71
88.47,11.53,SACHSEN_ANHALT,25,21.49,2021-12-11T18:05:00Z,164,89,54.27,675,88,2.1463414634146343,763,336,55,41
85.55,14.45,THUERINGEN,38,29.33,2021-12-11T18:05:00Z,205,120,58.54,598,101,2.8055555555555554,699,239,44,36
