"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
79.97,20.03,SCHLESWIG_HOLSTEIN,56,3.27,2021-11-16T18:05:14Z,25,19,76.0,611,153,4.935483870967742,764,469,38,31
84.8,15.2,HAMBURG,32,8.01,2021-11-16T18:05:14Z,49,27,55.1,519,93,3.875,612,332,34,24
84.16,15.84,NIEDERSACHSEN,115,7.54,2021-11-16T18:05:14Z,157,83,52.87,1753,330,2.7966101694915255,2083,1049,153,118
93.17,6.83,BREMEN,7,9.27,2021-11-16T18:05:14Z,19,15,78.95,191,14,1.2727272727272727,205,123,13,11
88.6,11.4,NORDRHEIN_WESTFALEN,282,8.62,2021-11-16T18:05:14Z,519,273,52.6,5337,687,2.274834437086093,6024,2350,399,302
88.83,11.17,HESSEN,54,11.62,2021-11-16T18:05:14Z,229,111,48.47,1750,220,2.3404255319148937,1970,716,114,94
83.73,16.27,RHEINLAND_PFALZ,68,8.14,2021-11-16T18:05:14Z,93,41,44.09,957,186,2.48,1143,405,94,75
87.97,12.03,BADEN_WUERTTEMBERG,144,15.95,2021-11-16T18:05:14Z,428,193,45.09,2361,323,2.5634920634920637,2684,1192,183,126
88.44,11.56,BAYERN,130,22.78,2021-11-16T18:05:14Z,816,442,54.17,3168,414,2.0597014925373136,3582,756,268,201
87.3,12.7,SAARLAND,22,7.94,2021-11-16T18:05:14Z,35,17,48.57,385,56,3.5,441,304,23,16
92.03,7.97,BERLIN,28,14.04,2021-11-16T18:05:14Z,162,97,59.88,1062,92,2.2439024390243905,1154,335,64,41
84.03,15.97,BRANDENBURG,27,12.09,2021-11-16T18:05:14Z,81,31,38.27,563,107,2.183673469387755,670,375,55,49
81.61,18.39,MECKLENBURG_VORPOMMERN,32,8.66,2021-11-16T18:05:14Z,57,26,45.61,537,121,3.78125,658,218,40,32
86.43,13.57,SACHSEN,65,23.54,2021-11-16T18:05:14Z,347,155,44.67,1274,200,2.816901408450704,1474,700,96,71
86.99,13.01,SACHSEN_ANHALT,43,10.53,2021-11-16T18:05:14Z,85,41,48.24,702,105,2.5609756097560976,807,340,55,41
84.98,15.02,THUERINGEN,33,26.04,2021-11-16T18:05:14Z,182,96,52.75,594,105,2.9166666666666665,699,285,44,36
