"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
84.56,15.44,SCHLESWIG_HOLSTEIN,33,7.65,2021-11-30T18:05:00Z,56,24,42.86,619,113,3.6451612903225805,732,480,41,31
85.02,14.98,HAMBURG,35,10.75,2021-11-30T18:05:00Z,66,35,53.03,522,92,3.8333333333333335,614,292,34,24
85.71,14.29,NIEDERSACHSEN,108,11.04,2021-11-30T18:05:00Z,227,130,57.27,1763,294,2.4915254237288136,2057,996,153,118
90.67,9.33,BREMEN,4,16.58,2021-11-30T18:05:00Z,32,21,65.63,175,18,1.6363636363636365,193,93,13,11
88.68,11.32,NORDRHEIN_WESTFALEN,248,11.59,2021-11-30T18:05:00Z,691,336,48.63,5287,675,2.227722772277228,5962,2082,401,303
89.68,10.32,HESSEN,47,14.96,2021-11-30T18:05:00Z,293,129,44.03,1756,202,2.148936170212766,1958,661,114,94
83.14,16.86,RHEINLAND_PFALZ,61,13.38,2021-11-30T18:05:00Z,150,80,53.33,932,189,2.52,1121,390,94,75
88.68,11.32,BADEN_WUERTTEMBERG,114,23.51,2021-11-30T18:05:00Z,625,330,52.8,2357,301,2.37007874015748,2658,1193,184,127
88.23,11.77,BAYERN,152,29.13,2021-11-30T18:05:00Z,1064,571,53.67,3223,430,2.1393034825870645,3653,604,268,201
85.81,14.19,SAARLAND,29,15.09,2021-11-30T18:05:00Z,67,22,32.84,381,63,3.9375,444,281,23,16
90.68,9.32,BERLIN,42,17.37,2021-11-30T18:05:00Z,205,124,60.49,1070,110,2.682926829268293,1180,327,64,41
84.48,15.52,BRANDENBURG,43,21.08,2021-11-30T18:05:00Z,144,56,38.89,577,106,2.12,683,342,56,50
82.85,17.15,MECKLENBURG_VORPOMMERN,43,13.08,2021-11-30T18:05:00Z,90,46,51.11,570,118,3.6875,688,215,42,32
87.99,12.01,SACHSEN,45,37.7,2021-11-30T18:05:00Z,581,285,49.05,1356,185,2.6056338028169015,1541,530,96,71
85.06,14.94,SACHSEN_ANHALT,43,16.84,2021-11-30T18:05:00Z,133,68,51.13,672,118,2.8780487804878048,790,333,55,41
87.12,12.88,THUERINGEN,30,30.76,2021-11-30T18:05:00Z,215,126,58.6,609,90,2.5,699,246,44,36
