"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
76.24,23.76,SCHLESWIG_HOLSTEIN,56,2.22,2021-06-28T16:19:13Z,17,13,76.47,584,182,5.870967741935484,766,464,38,31
78.88,21.12,HAMBURG,48,3.68,2021-06-28T16:19:13Z,23,18,78.26,493,132,5.739130434782608,625,320,33,23
79.67,20.33,NIEDERSACHSEN,181,1.45,2021-06-28T16:19:13Z,31,20,64.52,1701,434,3.7094017094017095,2135,1059,152,117
89.24,10.76,BREMEN,12,1.35,2021-06-28T16:19:13Z,3,2,66.67,199,24,2.0,223,124,14,12
83.61,16.39,NORDRHEIN_WESTFALEN,460,2.31,2021-06-28T16:19:13Z,143,107,74.83,5183,1016,3.3421052631578947,6199,2550,403,304
81.69,18.31,HESSEN,103,4.38,2021-06-28T16:19:13Z,89,56,62.92,1660,372,3.9574468085106385,2032,741,114,94
71.54,28.46,RHEINLAND_PFALZ,161,1.26,2021-06-28T16:19:13Z,15,11,73.33,852,339,4.52,1191,460,94,75
81.33,18.67,BADEN_WUERTTEMBERG,292,3.21,2021-06-28T16:19:13Z,89,60,67.42,2256,518,4.144,2774,1379,182,125
81.24,18.76,BAYERN,344,3.26,2021-06-28T16:19:13Z,121,78,64.46,3019,697,3.4504950495049505,3716,1097,270,202
84.1,15.9,SAARLAND,50,2.21,2021-06-28T16:19:13Z,11,7,63.64,418,79,4.647058823529412,497,245,24,17
84.58,15.42,BERLIN,63,4.39,2021-06-28T16:19:13Z,53,37,69.81,1020,186,4.536585365853658,1206,391,64,41
81.02,18.98,BRANDENBURG,29,1.05,2021-06-28T16:19:13Z,7,6,85.71,538,126,2.5714285714285716,664,375,55,49
80.38,19.62,MECKLENBURG_VORPOMMERN,44,1.18,2021-06-28T16:19:13Z,8,6,75.0,545,133,4.290322580645161,678,234,41,31
79.7,20.3,SACHSEN,146,3.07,2021-06-28T16:19:13Z,49,37,75.51,1272,324,4.563380281690141,1596,630,95,71
83.64,16.36,SACHSEN_ANHALT,61,1.26,2021-06-28T16:19:13Z,11,10,90.91,731,143,3.4878048780487805,874,357,55,41
79.14,20.86,THUERINGEN,68,2.5,2021-06-28T16:19:13Z,18,13,72.22,569,150,4.166666666666667,719,341,44,36
