"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.01,21.99,SCHLESWIG_HOLSTEIN,65,3.31,2021-08-30T16:19:12Z,25,12,48.0,589,166,5.354838709677419,755,461,38,31
74.31,25.69,HAMBURG,41,7.92,2021-08-30T16:19:12Z,49,30,61.22,460,159,6.625,619,337,34,24
78.97,21.03,NIEDERSACHSEN,155,3.88,2021-08-30T16:19:12Z,74,33,44.59,1506,401,3.456896551724138,1907,1024,150,116
84.55,15.45,BREMEN,10,2.73,2021-08-30T16:19:12Z,6,2,33.33,186,34,3.090909090909091,220,131,13,11
84.26,15.74,NORDRHEIN_WESTFALEN,425,5.9,2021-08-30T16:19:12Z,357,177,49.58,5097,952,3.1839464882943145,6049,2474,397,299
84.78,15.22,HESSEN,70,4.45,2021-08-30T16:19:12Z,89,34,38.2,1694,304,3.234042553191489,1998,777,114,94
74.6,25.4,RHEINLAND_PFALZ,109,4.55,2021-08-30T16:19:12Z,51,21,41.18,837,285,3.8,1122,439,94,75
79.93,20.07,BADEN_WUERTTEMBERG,270,4.43,2021-08-30T16:19:12Z,122,55,45.08,2202,553,4.459677419354839,2755,1378,181,124
81.42,18.58,BAYERN,327,4.25,2021-08-30T16:19:12Z,154,77,50.0,2953,674,3.353233830845771,3627,1084,268,201
83.54,16.46,SAARLAND,40,4.94,2021-08-30T16:19:12Z,24,11,45.83,406,80,5.0,486,270,23,16
86.91,13.09,BERLIN,50,4.96,2021-08-30T16:19:12Z,58,42,72.41,1016,153,3.731707317073171,1169,427,64,41
79.29,20.71,BRANDENBURG,39,1.38,2021-08-30T16:19:12Z,9,4,44.44,517,135,2.8125,652,378,54,48
79.34,20.66,MECKLENBURG_VORPOMMERN,48,1.56,2021-08-30T16:19:12Z,10,6,60.0,507,132,4.258064516129032,639,230,41,31
79.64,20.36,SACHSEN,138,1.5,2021-08-30T16:19:12Z,24,13,54.17,1271,325,4.642857142857143,1596,640,94,70
80.07,19.93,SACHSEN_ANHALT,53,0.87,2021-08-30T16:19:12Z,7,4,57.14,643,160,3.902439024390244,803,367,55,41
77.82,22.18,THUERINGEN,61,1.27,2021-08-30T16:19:12Z,9,2,22.22,551,157,4.361111111111111,708,342,44,36
