"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
70.87,29.13,SCHLESWIG_HOLSTEIN,66,7.38,2021-03-07T17:19:08Z,58,40,68.97,557,229,7.15625,786,471,39,32
82.0,18.0,HAMBURG,37,14.37,2021-03-07T17:19:08Z,95,50,52.63,542,119,4.958333333333333,661,340,34,24
78.09,21.91,NIEDERSACHSEN,198,9.08,2021-03-07T17:19:08Z,201,121,60.2,1729,485,3.9754098360655736,2214,1065,158,122
88.61,11.39,BREMEN,8,16.83,2021-03-07T17:19:08Z,34,23,67.65,179,23,1.9166666666666667,202,131,14,12
82.33,17.67,NORDRHEIN_WESTFALEN,502,9.22,2021-03-07T17:19:08Z,594,338,56.9,5303,1138,3.6948051948051948,6441,2538,408,308
83.49,16.51,HESSEN,132,12.25,2021-03-07T17:19:08Z,259,141,54.44,1765,349,3.561224489795918,2114,829,119,98
72.45,27.55,RHEINLAND_PFALZ,128,6.56,2021-03-07T17:19:08Z,79,34,43.04,873,332,4.368421052631579,1205,450,95,76
80.76,19.24,BADEN_WUERTTEMBERG,264,8.67,2021-03-07T17:19:08Z,246,131,53.25,2292,546,4.299212598425197,2838,1387,184,127
83.06,16.94,BAYERN,370,11.16,2021-03-07T17:19:08Z,429,246,57.34,3193,651,3.206896551724138,3844,1158,271,203
78.66,21.34,SAARLAND,47,8.5,2021-03-07T17:19:08Z,43,22,51.16,398,108,6.352941176470588,506,245,24,17
85.51,14.49,BERLIN,64,16.48,2021-03-07T17:19:08Z,207,148,71.5,1074,182,4.333333333333333,1256,386,65,42
77.31,22.69,BRANDENBURG,72,10.13,2021-03-07T17:19:08Z,79,44,55.7,603,177,3.4038461538461537,780,349,58,52
74.07,25.93,MECKLENBURG_VORPOMMERN,70,6.16,2021-03-07T17:19:08Z,43,27,62.79,517,181,5.65625,698,253,42,32
71.78,28.22,SACHSEN,129,12.25,2021-03-07T17:19:08Z,198,110,55.56,1160,456,6.333333333333333,1616,663,95,72
79.93,20.07,SACHSEN_ANHALT,76,10.14,2021-03-07T17:19:08Z,91,43,47.25,717,180,4.285714285714286,897,355,56,42
82.88,17.12,THUERINGEN,59,17.78,2021-03-07T17:19:08Z,136,71,52.21,634,131,3.638888888888889,765,363,44,36
