"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.46,18.54,SCHLESWIG_HOLSTEIN,48,4.53,2022-05-12T16:05:28Z,33,12,36.36,593,135,4.354838709677419,728,476,41,31
79.51,20.49,HAMBURG,25,2.6,2022-05-12T16:05:28Z,15,6,40.0,458,118,4.916666666666667,576,321,34,24
83.17,16.83,NIEDERSACHSEN,117,3.92,2022-05-12T16:05:28Z,74,24,32.43,1572,318,2.717948717948718,1890,880,150,117
87.63,12.37,BREMEN,5,3.61,2022-05-12T16:05:28Z,7,2,28.57,170,24,2.1818181818181817,194,75,13,11
86.3,13.7,NORDRHEIN_WESTFALEN,275,3.84,2022-05-12T16:05:28Z,226,104,46.02,5073,805,2.683333333333333,5878,2033,398,300
86.5,13.5,HESSEN,67,4.23,2022-05-12T16:05:28Z,83,28,33.73,1698,265,2.8191489361702127,1963,624,114,94
81.43,18.57,RHEINLAND_PFALZ,55,3.71,2022-05-12T16:05:28Z,42,9,21.43,921,210,2.8378378378378377,1131,368,94,74
85.2,14.8,BADEN_WUERTTEMBERG,137,4.33,2022-05-12T16:05:28Z,114,51,44.74,2245,390,3.12,2635,1049,182,125
85.13,14.87,BAYERN,156,4.69,2022-05-12T16:05:28Z,167,66,39.52,3029,529,2.645,3558,611,267,200
84.16,15.84,SAARLAND,30,4.99,2022-05-12T16:05:28Z,23,5,21.74,388,73,4.5625,461,240,23,16
89.65,10.35,BERLIN,34,4.95,2022-05-12T16:05:28Z,55,30,54.55,996,115,2.8048780487804876,1111,322,68,41
78.21,21.79,BRANDENBURG,53,2.14,2022-05-12T16:05:28Z,15,6,40.0,549,153,3.0,702,312,57,51
82.23,17.77,MECKLENBURG_VORPOMMERN,26,2.58,2022-05-12T16:05:28Z,18,9,50.0,574,124,3.757575757575758,698,210,43,33
81.88,18.12,SACHSEN,62,5.01,2022-05-12T16:05:28Z,73,25,34.25,1193,264,3.7714285714285714,1457,435,96,70
85.63,14.37,SACHSEN_ANHALT,39,2.88,2022-05-12T16:05:28Z,23,11,47.83,685,115,2.8048780487804876,800,328,55,41
81.71,18.29,THUERINGEN,45,4.93,2022-05-12T16:05:28Z,34,5,14.71,563,126,3.6,689,229,43,35
