"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.32,24.68,SCHLESWIG_HOLSTEIN,52,5.53,2021-04-25T16:19:05Z,43,27,62.79,586,192,6.0,778,474,39,32
80.58,19.42,HAMBURG,39,17.64,2021-04-25T16:19:05Z,109,70,64.22,498,120,5.0,618,329,34,24
82.22,17.78,NIEDERSACHSEN,161,14.26,2021-04-25T16:19:05Z,304,184,60.53,1753,379,3.211864406779661,2132,1061,154,118
84.16,15.84,BREMEN,16,21.78,2021-04-25T16:19:05Z,44,31,70.45,170,32,2.6666666666666665,202,132,14,12
86.47,13.53,NORDRHEIN_WESTFALEN,379,17.53,2021-04-25T16:19:05Z,1126,651,57.82,5553,869,2.8398692810457518,6422,2402,407,306
87.52,12.48,HESSEN,90,22.15,2021-04-25T16:19:05Z,467,232,49.68,1845,263,2.7395833333333335,2108,790,116,96
76.88,23.12,RHEINLAND_PFALZ,103,16.62,2021-04-25T16:19:05Z,197,99,50.25,911,274,3.6533333333333333,1185,461,94,75
84.79,15.21,BADEN_WUERTTEMBERG,219,20.93,2021-04-25T16:19:05Z,596,351,58.89,2414,433,3.464,2847,1359,182,125
84.29,15.71,BAYERN,252,20.52,2021-04-25T16:19:05Z,785,427,54.39,3224,601,2.9752475247524752,3825,1074,270,202
82.96,17.04,SAARLAND,42,14.6,2021-04-25T16:19:05Z,72,32,44.44,409,84,4.9411764705882355,493,258,24,17
88.42,11.58,BERLIN,74,25.26,2021-04-25T16:19:05Z,314,195,62.1,1099,144,3.5121951219512195,1243,386,64,41
80.73,19.27,BRANDENBURG,62,19.54,2021-04-25T16:19:05Z,144,74,51.39,595,142,2.784313725490196,737,344,57,51
82.97,17.03,MECKLENBURG_VORPOMMERN,36,12.63,2021-04-25T16:19:05Z,86,55,63.95,565,116,3.625,681,228,42,32
85.74,14.26,SACHSEN,80,25.52,2021-04-25T16:19:05Z,408,245,60.05,1371,228,3.211267605633803,1599,614,94,71
87.04,12.96,SACHSEN_ANHALT,46,16.63,2021-04-25T16:19:05Z,145,94,64.83,759,113,2.7560975609756095,872,344,55,41
86.4,13.6,THUERINGEN,33,27.85,2021-04-25T16:19:05Z,215,106,49.3,667,105,2.9166666666666665,772,329,44,36
