"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
76.45,23.55,SCHLESWIG_HOLSTEIN,53,2.24,2021-06-26T16:19:04Z,17,12,70.59,581,179,5.774193548387097,760,465,38,31
80.53,19.47,HAMBURG,41,3.61,2021-06-26T16:19:04Z,23,15,65.22,513,124,5.391304347826087,637,305,33,23
80.87,19.13,NIEDERSACHSEN,175,1.79,2021-06-26T16:19:04Z,38,23,60.53,1712,405,3.4615384615384617,2117,1068,152,117
89.5,10.5,BREMEN,10,3.5,2021-06-26T16:19:04Z,7,3,42.86,179,21,1.75,200,130,14,12
84.88,15.12,NORDRHEIN_WESTFALEN,463,2.47,2021-06-26T16:19:04Z,152,113,74.34,5231,932,3.075907590759076,6163,2536,401,303
84.72,15.28,HESSEN,101,4.53,2021-06-26T16:19:04Z,91,54,59.34,1702,307,3.265957446808511,2009,743,114,94
74.14,25.86,RHEINLAND_PFALZ,140,1.03,2021-06-26T16:19:04Z,12,8,66.67,863,301,4.013333333333334,1164,468,94,75
81.58,18.42,BADEN_WUERTTEMBERG,275,3.2,2021-06-26T16:19:04Z,88,62,70.45,2246,507,4.056,2753,1371,182,125
82.31,17.69,BAYERN,334,3.26,2021-06-26T16:19:04Z,121,80,66.12,3057,657,3.2524752475247523,3714,1093,270,202
80.76,19.24,SAARLAND,47,1.8,2021-06-26T16:19:04Z,9,7,77.78,403,96,5.647058823529412,499,246,24,17
86.95,13.05,BERLIN,54,4.82,2021-06-26T16:19:04Z,58,45,77.59,1046,157,3.8292682926829267,1203,397,64,41
82.55,17.45,BRANDENBURG,30,1.06,2021-06-26T16:19:04Z,7,5,71.43,544,115,2.3469387755102042,659,378,55,49
82.4,17.6,MECKLENBURG_VORPOMMERN,36,1.18,2021-06-26T16:19:04Z,8,5,62.5,557,119,3.838709677419355,676,233,41,31
79.44,20.56,SACHSEN,140,3.26,2021-06-26T16:19:04Z,52,37,71.15,1267,328,4.619718309859155,1595,632,95,71
81.63,18.37,SACHSEN_ANHALT,74,1.4,2021-06-26T16:19:04Z,12,10,83.33,702,158,3.8536585365853657,860,358,55,41
81.16,18.84,THUERINGEN,66,2.34,2021-06-26T16:19:04Z,17,13,76.47,590,137,3.8055555555555554,727,337,44,36
