"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
80.96,19.04,SCHLESWIG_HOLSTEIN,40,4.07,2022-07-10T16:05:28Z,28,9,32.14,557,131,4.225806451612903,688,494,41,31
79.66,20.34,HAMBURG,20,7.84,2022-07-10T16:05:28Z,42,12,28.57,427,109,4.541666666666667,536,314,32,24
83.68,16.32,NIEDERSACHSEN,106,4.13,2022-07-10T16:05:28Z,80,24,30.0,1620,316,2.7241379310344827,1936,963,148,116
94.94,5.06,BREMEN,0,9.55,2022-07-10T16:05:28Z,17,8,47.06,169,9,0.8181818181818182,178,79,13,11
84.63,15.37,NORDRHEIN_WESTFALEN,242,5.77,2022-07-10T16:05:28Z,316,97,30.7,4637,842,2.8835616438356166,5479,2006,386,292
86.2,13.8,HESSEN,37,4.67,2022-07-10T16:05:28Z,86,30,34.88,1586,254,2.760869565217391,1840,621,110,92
77.33,22.67,RHEINLAND_PFALZ,61,2.83,2022-07-10T16:05:28Z,31,8,25.81,846,248,3.4444444444444446,1094,352,91,72
82.54,17.46,BADEN_WUERTTEMBERG,139,5.0,2022-07-10T16:05:28Z,129,27,20.93,2128,450,3.6,2578,1058,182,125
83.99,16.01,BAYERN,159,4.05,2022-07-10T16:05:28Z,138,51,36.96,2864,546,2.7437185929648242,3410,610,266,199
80.81,19.19,SAARLAND,28,4.74,2022-07-10T16:05:28Z,21,6,28.57,358,85,5.3125,443,251,23,16
88.15,11.85,BERLIN,15,5.46,2022-07-10T16:05:28Z,59,22,37.29,952,128,3.2,1080,310,67,40
77.64,22.36,BRANDENBURG,27,3.57,2022-07-10T16:05:28Z,23,11,47.83,500,144,2.88,644,322,56,50
76.74,23.26,MECKLENBURG_VORPOMMERN,41,3.47,2022-07-10T16:05:28Z,23,8,34.78,508,154,4.967741935483871,662,203,41,31
76.32,23.68,SACHSEN,72,3.95,2022-07-10T16:05:28Z,56,11,19.64,1083,336,4.8,1419,445,96,70
81.81,18.19,SACHSEN_ANHALT,42,3.48,2022-07-10T16:05:28Z,27,13,48.15,634,141,3.4390243902439024,775,333,55,41
76.45,23.55,THUERINGEN,59,3.52,2022-07-10T16:05:28Z,23,6,26.09,500,154,4.4,654,228,43,35
