"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.62,24.38,SCHLESWIG_HOLSTEIN,57,2.49,2021-09-13T16:19:10Z,19,11,57.89,577,186,6.0,763,469,38,31
81.1,18.9,HAMBURG,28,8.56,2021-09-13T16:19:10Z,53,27,50.94,502,117,4.875,619,335,34,24
81.76,18.24,NIEDERSACHSEN,123,6.14,2021-09-13T16:19:10Z,129,72,55.81,1717,383,3.2735042735042734,2100,1101,153,117
91.55,8.45,BREMEN,6,5.63,2021-09-13T16:19:10Z,12,8,66.67,195,18,1.6363636363636365,213,129,13,11
85.2,14.8,NORDRHEIN_WESTFALEN,357,7.09,2021-09-13T16:19:10Z,430,242,56.28,5164,897,2.9800664451827243,6061,2467,397,301
86.97,13.03,HESSEN,58,7.17,2021-09-13T16:19:10Z,142,69,48.59,1722,258,2.74468085106383,1980,760,114,94
76.19,23.81,RHEINLAND_PFALZ,96,7.29,2021-09-13T16:19:10Z,83,36,43.37,867,271,3.6133333333333333,1138,438,94,75
82.15,17.85,BADEN_WUERTTEMBERG,217,7.53,2021-09-13T16:19:10Z,205,90,43.9,2237,486,3.9193548387096775,2723,1370,181,124
81.61,18.39,BAYERN,324,6.55,2021-09-13T16:19:10Z,239,126,52.72,2978,671,3.3383084577114426,3649,1061,268,201
84.17,15.83,SAARLAND,27,7.08,2021-09-13T16:19:10Z,34,14,41.18,404,76,4.75,480,271,23,16
88.67,11.33,BERLIN,45,7.04,2021-09-13T16:19:10Z,82,54,65.85,1033,132,3.2195121951219514,1165,428,64,41
79.97,20.03,BRANDENBURG,40,2.6,2021-09-13T16:19:10Z,17,9,52.94,523,131,2.7291666666666665,654,382,54,48
82.75,17.25,MECKLENBURG_VORPOMMERN,42,1.75,2021-09-13T16:19:10Z,12,7,58.33,566,118,3.6875,684,232,42,32
82.25,17.75,SACHSEN,132,2.23,2021-09-13T16:19:10Z,36,16,44.44,1325,286,4.028169014084507,1611,629,95,71
81.02,18.98,SACHSEN_ANHALT,53,0.73,2021-09-13T16:19:10Z,6,2,33.33,666,156,3.8048780487804876,822,356,55,41
78.16,21.84,THUERINGEN,60,1.7,2021-09-13T16:19:10Z,12,8,66.67,551,154,4.277777777777778,705,342,44,36
