"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.79,24.21,SCHLESWIG_HOLSTEIN,62,8.11,2021-03-04T17:19:08Z,64,44,68.75,598,191,5.96875,789,479,39,32
83.65,16.35,HAMBURG,48,12.26,2021-03-04T17:19:08Z,84,47,55.95,573,112,4.666666666666667,685,326,34,24
83.24,16.76,NIEDERSACHSEN,178,9.46,2021-03-04T17:19:08Z,211,121,57.35,1857,374,3.0655737704918034,2231,1047,158,122
89.29,10.71,BREMEN,11,12.95,2021-03-04T17:19:08Z,29,22,75.86,200,24,2.0,224,130,14,12
84.45,15.55,NORDRHEIN_WESTFALEN,458,9.11,2021-03-04T17:19:08Z,589,329,55.86,5459,1005,3.262987012987013,6464,2527,408,308
84.91,15.09,HESSEN,129,12.31,2021-03-04T17:19:08Z,261,144,55.17,1801,320,3.2653061224489797,2121,825,119,98
75.68,24.32,RHEINLAND_PFALZ,112,6.68,2021-03-04T17:19:08Z,81,37,45.68,918,295,3.8815789473684212,1213,449,95,76
81.59,18.41,BADEN_WUERTTEMBERG,252,8.32,2021-03-04T17:19:08Z,238,123,51.68,2335,527,4.149606299212598,2862,1390,184,127
84.61,15.39,BAYERN,344,11.6,2021-03-04T17:19:08Z,447,253,56.6,3260,593,2.9211822660098523,3853,1132,271,203
81.6,18.4,SAARLAND,40,8.81,2021-03-04T17:19:08Z,45,22,48.89,417,94,5.529411764705882,511,245,24,17
89.12,10.88,BERLIN,62,17.39,2021-03-04T17:19:08Z,219,146,66.67,1122,137,3.261904761904762,1259,387,65,42
78.12,21.88,BRANDENBURG,73,9.41,2021-03-04T17:19:08Z,74,51,68.92,614,172,3.3076923076923075,786,354,58,52
77.65,22.35,MECKLENBURG_VORPOMMERN,68,6.79,2021-03-04T17:19:08Z,48,30,62.5,549,158,4.9375,707,248,42,32
74.05,25.95,SACHSEN,127,11.81,2021-03-04T17:19:08Z,193,104,53.89,1210,424,5.888888888888889,1634,658,95,72
84.11,15.89,SACHSEN_ANHALT,65,9.82,2021-03-04T17:19:08Z,89,45,50.56,762,144,3.4285714285714284,906,343,56,42
85.02,14.98,THUERINGEN,58,17.67,2021-03-04T17:19:08Z,138,76,55.07,664,117,3.25,781,361,44,36
