"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.08,16.92,SCHLESWIG_HOLSTEIN,45,4.2,2022-05-01T19:05:31Z,30,11,36.67,594,121,3.903225806451613,715,471,41,31
79.12,20.88,HAMBURG,19,4.96,2022-05-01T19:05:31Z,28,11,39.29,447,118,4.916666666666667,565,322,34,24
79.03,20.97,NIEDERSACHSEN,111,4.36,2022-05-01T19:05:31Z,80,27,33.75,1451,385,3.2905982905982905,1836,892,150,117
89.14,10.86,BREMEN,9,5.14,2022-05-01T19:05:31Z,9,4,44.44,156,19,1.7272727272727273,175,78,13,11
83.77,16.23,NORDRHEIN_WESTFALEN,307,5.36,2022-05-01T19:05:31Z,309,120,38.83,4826,935,3.1375838926174495,5761,2031,394,298
86.43,13.57,HESSEN,42,5.98,2022-05-01T19:05:31Z,115,43,37.39,1662,261,2.776595744680851,1923,628,112,94
82.4,17.6,RHEINLAND_PFALZ,55,3.85,2022-05-01T19:05:31Z,42,14,33.33,899,192,2.5945945945945947,1091,378,94,74
82.68,17.32,BADEN_WUERTTEMBERG,152,6.06,2022-05-01T19:05:31Z,157,62,39.49,2143,449,3.592,2592,1054,182,125
83.21,16.79,BAYERN,162,6.54,2022-05-01T19:05:31Z,229,91,39.74,2914,588,2.925373134328358,3502,600,268,201
82.68,17.32,SAARLAND,29,6.8,2022-05-01T19:05:31Z,31,4,12.9,377,79,4.9375,456,247,23,16
85.06,14.94,BERLIN,41,5.87,2022-05-01T19:05:31Z,64,36,56.25,928,163,3.975609756097561,1091,318,68,41
78.15,21.85,BRANDENBURG,51,4.63,2022-05-01T19:05:31Z,32,9,28.13,540,151,2.9607843137254903,691,335,57,51
79.15,20.85,MECKLENBURG_VORPOMMERN,43,3.96,2022-05-01T19:05:31Z,27,10,37.04,539,142,4.303030303030303,681,216,43,33
76.89,23.11,SACHSEN,73,7.4,2022-05-01T19:05:31Z,105,35,33.33,1091,328,4.685714285714286,1419,438,96,70
78.25,21.75,SACHSEN_ANHALT,46,4.64,2022-05-01T19:05:31Z,35,14,40.0,590,164,4.0,754,330,55,41
76.71,23.29,THUERINGEN,55,5.93,2022-05-01T19:05:31Z,40,13,32.5,517,157,4.361111111111111,674,231,44,36
