"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.61,16.39,SCHLESWIG_HOLSTEIN,44,7.24,2021-12-07T18:05:00Z,53,34,64.15,612,120,3.870967741935484,732,470,41,31
82.73,17.27,HAMBURG,33,12.61,2021-12-07T18:05:00Z,73,54,73.97,479,100,4.166666666666667,579,314,34,24
82.97,17.03,NIEDERSACHSEN,135,12.18,2021-12-07T18:05:00Z,254,151,59.45,1730,355,3.0084745762711864,2085,994,153,118
94.76,5.24,BREMEN,2,16.75,2021-12-07T18:05:00Z,32,22,68.75,181,10,0.9090909090909091,191,95,13,11
88.38,11.62,NORDRHEIN_WESTFALEN,270,12.85,2021-12-07T18:05:00Z,766,411,53.66,5269,693,2.294701986754967,5962,2036,399,302
90.14,9.86,HESSEN,65,15.27,2021-12-07T18:05:00Z,299,149,49.83,1765,193,2.0531914893617023,1958,653,114,94
82.53,17.47,RHEINLAND_PFALZ,62,14.01,2021-12-07T18:05:00Z,154,88,57.14,907,192,2.56,1099,383,94,75
89.07,10.93,BADEN_WUERTTEMBERG,103,25.05,2021-12-07T18:05:00Z,676,378,55.92,2404,295,2.322834645669291,2699,1079,184,127
89.41,10.59,BAYERN,172,29.1,2021-12-07T18:05:00Z,1069,608,56.88,3284,389,1.945,3673,570,267,200
91.76,8.24,SAARLAND,19,18.49,2021-12-07T18:05:00Z,83,31,37.35,412,37,2.3125,449,273,23,16
92.12,7.88,BERLIN,38,21.23,2021-12-07T18:05:00Z,248,158,63.71,1076,92,2.2439024390243905,1168,323,64,41
85.31,14.69,BRANDENBURG,26,24.96,2021-12-07T18:05:00Z,175,71,40.57,598,103,2.019607843137255,701,341,57,51
84.77,15.23,MECKLENBURG_VORPOMMERN,34,13.36,2021-12-07T18:05:00Z,93,57,61.29,590,106,3.3125,696,211,42,32
86.91,13.09,SACHSEN,65,38.1,2021-12-07T18:05:00Z,594,288,48.48,1355,204,2.8732394366197185,1559,412,96,71
87.83,12.17,SACHSEN_ANHALT,30,21.17,2021-12-07T18:05:00Z,167,78,46.71,693,96,2.341463414634146,789,336,55,41
89.68,10.32,THUERINGEN,30,30.66,2021-12-07T18:05:00Z,214,123,57.48,626,72,2.0,698,247,44,36
