"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
79.05,20.95,SCHLESWIG_HOLSTEIN,55,5.17,2022-02-27T18:05:00Z,37,18,48.65,566,150,4.838709677419355,716,481,41,31
79.04,20.96,HAMBURG,26,8.59,2022-02-27T18:05:00Z,50,31,62.0,460,122,5.083333333333333,582,318,34,24
78.69,21.31,NIEDERSACHSEN,128,6.44,2022-02-27T18:05:00Z,133,57,42.86,1625,440,3.7288135593220337,2065,979,153,118
92.27,7.73,BREMEN,1,12.15,2022-02-27T18:05:00Z,22,11,50.0,167,14,1.2727272727272727,181,82,13,11
84.76,15.24,NORDRHEIN_WESTFALEN,252,8.37,2022-02-27T18:05:00Z,496,243,48.99,5023,903,3.020066889632107,5926,2033,398,299
87.25,12.75,HESSEN,61,9.4,2022-02-27T18:05:00Z,185,84,45.41,1717,251,2.6702127659574466,1968,628,114,94
77.28,22.72,RHEINLAND_PFALZ,76,8.39,2022-02-27T18:05:00Z,93,34,36.56,857,252,3.4054054054054053,1109,369,94,74
81.92,18.08,BADEN_WUERTTEMBERG,150,10.06,2022-02-27T18:05:00Z,262,122,46.56,2134,471,3.738095238095238,2605,1073,183,126
82.45,17.55,BAYERN,185,10.7,2022-02-27T18:05:00Z,378,160,42.33,2912,620,3.084577114427861,3532,618,268,201
80.04,19.96,SAARLAND,30,8.11,2022-02-27T18:05:00Z,39,13,33.33,385,96,6.0,481,253,23,16
85.1,14.9,BERLIN,38,13.47,2022-02-27T18:05:00Z,151,90,59.6,954,167,4.073170731707317,1121,323,68,41
78.07,21.93,BRANDENBURG,44,9.33,2022-02-27T18:05:00Z,63,25,39.68,527,148,2.9019607843137254,675,340,57,51
77.93,22.07,MECKLENBURG_VORPOMMERN,41,9.33,2022-02-27T18:05:00Z,63,35,55.56,526,149,4.65625,675,214,42,32
75.32,24.68,SACHSEN,84,11.11,2022-02-27T18:05:00Z,163,57,34.97,1105,362,5.171428571428572,1467,437,95,70
78.17,21.83,SACHSEN_ANHALT,49,6.27,2022-02-27T18:05:00Z,48,19,39.58,598,167,4.073170731707317,765,319,55,41
79.08,20.92,THUERINGEN,44,7.72,2022-02-27T18:05:00Z,52,22,42.31,533,141,3.9166666666666665,674,229,44,36
