"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
79.26,20.74,SCHLESWIG_HOLSTEIN,41,5.4,2022-03-27T16:05:33Z,38,15,39.47,558,146,4.709677419354839,704,485,41,31
75.0,25.0,HAMBURG,18,6.43,2022-03-27T16:05:33Z,36,20,55.56,420,140,5.833333333333333,560,317,34,24
83.18,16.82,NIEDERSACHSEN,97,8.34,2022-03-27T16:05:33Z,167,55,32.93,1666,337,2.8559322033898304,2003,983,153,118
95.27,4.73,BREMEN,0,10.06,2022-03-27T16:05:33Z,17,8,47.06,161,8,0.7272727272727273,169,81,13,11
83.77,16.23,NORDRHEIN_WESTFALEN,268,8.33,2022-03-27T16:05:33Z,485,190,39.18,4876,945,3.15,5821,1998,397,300
85.66,14.34,HESSEN,47,8.23,2022-03-27T16:05:33Z,159,68,42.77,1655,277,2.9468085106382977,1932,622,114,94
82.88,17.12,RHEINLAND_PFALZ,41,9.8,2022-03-27T16:05:33Z,107,37,34.58,905,187,2.527027027027027,1092,368,94,74
83.19,16.81,BADEN_WUERTTEMBERG,122,11.06,2022-03-27T16:05:33Z,286,117,40.91,2152,435,3.4523809523809526,2587,1069,183,126
84.44,15.56,BAYERN,164,11.85,2022-03-27T16:05:33Z,409,159,38.88,2915,537,2.671641791044776,3452,621,268,201
79.48,20.52,SAARLAND,28,12.23,2022-03-27T16:05:33Z,56,9,16.07,364,94,5.875,458,248,23,16
84.96,15.04,BERLIN,35,9.96,2022-03-27T16:05:33Z,110,61,55.45,938,166,4.048780487804878,1104,322,68,41
79.42,20.58,BRANDENBURG,41,10.58,2022-03-27T16:05:33Z,73,29,39.73,548,142,2.784313725490196,690,345,57,51
76.96,23.04,MECKLENBURG_VORPOMMERN,44,10.54,2022-03-27T16:05:33Z,70,35,50.0,511,153,4.78125,664,215,42,32
75.85,24.15,SACHSEN,79,12.46,2022-03-27T16:05:33Z,179,53,29.61,1090,347,4.957142857142857,1437,431,96,70
84.25,15.75,SACHSEN_ANHALT,38,9.22,2022-03-27T16:05:33Z,72,25,34.72,658,123,3.0,781,327,55,41
77.58,22.42,THUERINGEN,35,11.36,2022-03-27T16:05:33Z,75,22,29.33,512,148,4.111111111111111,660,230,44,36
