"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
77.54,22.46,SCHLESWIG_HOLSTEIN,54,7.44,2022-01-24T18:05:00Z,55,33,60.0,573,166,5.354838709677419,739,474,41,31
77.82,22.18,HAMBURG,23,13.56,2022-01-24T18:05:00Z,77,44,57.14,442,126,5.25,568,324,34,24
80.16,19.84,NIEDERSACHSEN,154,5.87,2022-01-24T18:05:00Z,124,68,54.84,1693,419,3.5508474576271185,2112,991,153,118
84.21,15.79,BREMEN,6,11.48,2022-01-24T18:05:00Z,24,17,70.83,176,33,3.0,209,84,13,11
84.35,15.65,NORDRHEIN_WESTFALEN,293,7.53,2022-01-24T18:05:00Z,451,241,53.44,5054,938,3.1266666666666665,5992,2011,399,300
86.05,13.95,HESSEN,59,11.02,2022-01-24T18:05:00Z,218,109,50.0,1703,276,2.9361702127659575,1979,627,114,94
78.37,21.63,RHEINLAND_PFALZ,75,6.83,2022-01-24T18:05:00Z,77,39,50.65,884,244,3.2533333333333334,1128,371,95,75
83.04,16.96,BADEN_WUERTTEMBERG,185,10.97,2022-01-24T18:05:00Z,291,178,61.17,2203,450,3.5714285714285716,2653,1072,183,126
81.36,18.64,BAYERN,259,9.39,2022-01-24T18:05:00Z,340,175,51.47,2947,675,3.3582089552238807,3622,607,268,201
84.17,15.83,SAARLAND,51,6.67,2022-01-24T18:05:00Z,32,15,46.88,404,76,4.75,480,257,23,16
87.85,12.15,BERLIN,36,16.93,2022-01-24T18:05:00Z,195,124,63.59,1012,140,3.4146341463414633,1152,303,68,41
79.35,20.65,BRANDENBURG,64,11.94,2022-01-24T18:05:00Z,85,43,50.59,565,147,2.8823529411764706,712,326,57,51
82.12,17.88,MECKLENBURG_VORPOMMERN,47,9.59,2022-01-24T18:05:00Z,66,42,63.64,565,123,3.84375,688,206,42,32
75.9,24.1,SACHSEN,92,14.94,2022-01-24T18:05:00Z,220,145,65.91,1118,355,5.0,1473,419,96,71
82.76,17.24,SACHSEN_ANHALT,59,9.98,2022-01-24T18:05:00Z,81,59,72.84,672,140,3.4146341463414633,812,312,55,41
76.5,23.5,THUERINGEN,65,13.82,2022-01-24T18:05:00Z,97,52,53.61,537,165,4.583333333333333,702,224,44,36
