"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
84.5,15.5,SCHLESWIG_HOLSTEIN,39,5.26,2021-11-25T18:05:00Z,39,20,51.28,627,115,3.7096774193548385,742,474,38,31
83.9,16.1,HAMBURG,33,8.62,2021-11-25T18:05:00Z,53,33,62.26,516,99,4.125,615,300,34,24
83.99,16.01,NIEDERSACHSEN,122,9.4,2021-11-25T18:05:00Z,192,107,55.73,1715,327,2.7711864406779663,2042,1017,153,118
93.4,6.6,BREMEN,3,10.15,2021-11-25T18:05:00Z,20,12,60.0,184,13,1.1818181818181819,197,90,13,11
88.93,11.07,NORDRHEIN_WESTFALEN,247,10.46,2021-11-25T18:05:00Z,624,303,48.56,5303,660,2.185430463576159,5963,2117,399,302
90.28,9.72,HESSEN,55,12.66,2021-11-25T18:05:00Z,250,117,46.8,1783,192,2.0425531914893615,1975,668,114,94
83.24,16.76,RHEINLAND_PFALZ,59,11.94,2021-11-25T18:05:00Z,134,59,44.03,934,188,2.506666666666667,1122,408,94,75
87.15,12.85,BADEN_WUERTTEMBERG,138,20.51,2021-11-25T18:05:00Z,546,289,52.93,2320,342,2.6929133858267718,2662,1217,184,127
88.92,11.08,BAYERN,139,28.05,2021-11-25T18:05:00Z,1025,545,53.17,3249,405,2.014925373134328,3654,611,268,201
87.33,12.67,SAARLAND,27,11.52,2021-11-25T18:05:00Z,50,19,38.0,379,55,3.4375,434,305,23,16
91.02,8.98,BERLIN,34,17.44,2021-11-25T18:05:00Z,200,133,66.5,1044,103,2.5121951219512195,1147,339,64,41
87.3,12.7,BRANDENBURG,31,18.17,2021-11-25T18:05:00Z,123,45,36.59,591,86,1.72,677,346,56,50
82.23,17.77,MECKLENBURG_VORPOMMERN,37,11.01,2021-11-25T18:05:00Z,75,35,46.67,560,121,3.78125,681,209,42,32
88.88,11.12,SACHSEN,45,35.58,2021-11-25T18:05:00Z,544,271,49.82,1359,170,2.3943661971830985,1529,668,96,71
88.06,11.94,SACHSEN_ANHALT,35,15.67,2021-11-25T18:05:00Z,126,73,57.94,708,96,2.341463414634146,804,333,55,41
87.38,12.62,THUERINGEN,35,29.5,2021-11-25T18:05:00Z,208,106,50.96,616,89,2.4722222222222223,705,270,44,36
