"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
73.03,26.97,SCHLESWIG_HOLSTEIN,65,2.0,2021-09-26T20:19:15Z,15,9,60.0,547,202,6.516129032258065,749,468,38,31
79.48,20.52,HAMBURG,43,7.33,2021-09-26T20:19:15Z,45,26,57.78,488,126,5.25,614,323,34,24
82.0,18.0,NIEDERSACHSEN,148,5.84,2021-09-26T20:19:15Z,121,85,70.25,1699,373,3.1610169491525424,2072,1107,153,118
85.94,14.06,BREMEN,4,9.9,2021-09-26T20:19:15Z,19,10,52.63,165,27,2.4545454545454546,192,127,13,11
84.83,15.17,NORDRHEIN_WESTFALEN,410,6.36,2021-09-26T20:19:15Z,377,225,59.68,5027,899,2.9966666666666666,5926,2478,395,300
83.63,16.37,HESSEN,67,6.05,2021-09-26T20:19:15Z,119,65,54.62,1645,322,3.5,1967,755,112,92
78.24,21.76,RHEINLAND_PFALZ,85,5.6,2021-09-26T20:19:15Z,63,30,47.62,881,245,3.2666666666666666,1126,441,94,75
83.89,16.11,BADEN_WUERTTEMBERG,230,7.05,2021-09-26T20:19:15Z,189,101,53.44,2250,432,3.4838709677419355,2682,1378,181,124
84.28,15.72,BAYERN,300,7.57,2021-09-26T20:19:15Z,273,152,55.68,3041,567,2.8208955223880596,3608,1073,268,201
84.43,15.57,SAARLAND,29,4.3,2021-09-26T20:19:15Z,21,12,57.14,412,76,4.75,488,258,23,16
90.17,9.83,BERLIN,36,7.74,2021-09-26T20:19:15Z,89,58,65.17,1037,113,2.7560975609756095,1150,426,64,41
77.22,22.78,BRANDENBURG,43,2.29,2021-09-26T20:19:15Z,15,8,53.33,505,149,3.1041666666666665,654,380,54,48
78.79,21.21,MECKLENBURG_VORPOMMERN,43,2.45,2021-09-26T20:19:15Z,15,10,66.67,483,130,4.193548387096774,613,227,39,31
82.21,17.79,SACHSEN,115,3.28,2021-09-26T20:19:15Z,52,25,48.08,1303,282,3.971830985915493,1585,641,95,71
83.37,16.63,SACHSEN_ANHALT,46,0.96,2021-09-26T20:19:15Z,8,2,25.0,692,138,3.3658536585365852,830,349,55,41
76.1,23.9,THUERINGEN,59,2.42,2021-09-26T20:19:15Z,17,6,35.29,535,168,4.666666666666667,703,335,44,36
