"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.7,21.3,SCHLESWIG_HOLSTEIN,60,6.51,2021-04-20T16:19:11Z,51,32,62.75,617,167,5.21875,784,474,39,32
85.39,14.61,HAMBURG,28,17.62,2021-04-20T16:19:11Z,117,65,55.56,567,97,4.041666666666667,664,314,34,24
83.75,16.25,NIEDERSACHSEN,139,14.82,2021-04-20T16:19:11Z,321,178,55.45,1814,352,2.983050847457627,2166,1035,153,118
89.19,10.81,BREMEN,7,22.07,2021-04-20T16:19:11Z,49,34,69.39,198,24,2.0,222,128,14,12
87.29,12.71,NORDRHEIN_WESTFALEN,373,16.46,2021-04-20T16:19:11Z,1063,610,57.38,5636,821,2.683006535947712,6457,2429,407,306
87.36,12.64,HESSEN,88,21.82,2021-04-20T16:19:11Z,459,217,47.28,1838,266,2.7708333333333335,2104,792,116,96
77.56,22.44,RHEINLAND_PFALZ,96,15.85,2021-04-20T16:19:11Z,190,89,46.84,930,269,3.5866666666666664,1199,455,94,75
85.97,14.03,BADEN_WUERTTEMBERG,221,19.92,2021-04-20T16:19:11Z,568,308,54.23,2451,400,3.225806451612903,2851,1382,181,124
85.48,14.52,BAYERN,250,20.18,2021-04-20T16:19:11Z,777,433,55.73,3292,559,2.767326732673267,3851,1089,270,202
84.54,15.46,SAARLAND,40,14.86,2021-04-20T16:19:11Z,74,29,39.19,421,77,4.529411764705882,498,255,24,17
88.98,11.02,BERLIN,64,25.16,2021-04-20T16:19:11Z,315,220,69.84,1114,138,3.3658536585365852,1252,386,64,41
83.2,16.8,BRANDENBURG,58,20.0,2021-04-20T16:19:11Z,150,77,51.33,624,126,2.4705882352941178,750,344,57,51
80.92,19.08,MECKLENBURG_VORPOMMERN,38,11.19,2021-04-20T16:19:11Z,78,40,51.28,564,133,4.15625,697,228,42,32
87.42,12.58,SACHSEN,81,24.41,2021-04-20T16:19:11Z,390,228,58.46,1397,201,2.8309859154929575,1598,629,94,71
87.19,12.81,SACHSEN_ANHALT,47,17.62,2021-04-20T16:19:11Z,154,74,48.05,762,112,2.731707317073171,874,336,55,41
87.06,12.94,THUERINGEN,39,28.37,2021-04-20T16:19:11Z,217,117,53.92,666,99,2.75,765,332,44,36
