"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
85.52,14.48,SCHLESWIG_HOLSTEIN,34,4.32,2022-05-18T17:05:30Z,31,12,38.71,614,104,3.3548387096774195,718,479,41,31
80.8,19.2,HAMBURG,25,2.44,2022-05-18T17:05:30Z,14,5,35.71,463,110,4.583333333333333,573,319,34,24
81.83,18.17,NIEDERSACHSEN,124,2.75,2022-05-18T17:05:30Z,52,20,38.46,1549,344,2.9401709401709404,1893,881,150,117
89.18,10.82,BREMEN,1,4.12,2022-05-18T17:05:30Z,8,2,25.0,173,21,1.9090909090909092,194,75,13,11
86.03,13.97,NORDRHEIN_WESTFALEN,256,3.5,2022-05-18T17:05:30Z,202,87,43.07,4962,806,2.704697986577181,5768,2025,395,298
87.8,12.2,HESSEN,54,3.93,2022-05-18T17:05:30Z,76,34,44.74,1698,236,2.5106382978723403,1934,629,112,94
79.49,20.51,RHEINLAND_PFALZ,64,3.36,2022-05-18T17:05:30Z,38,10,26.32,899,232,3.135135135135135,1131,366,94,74
84.41,15.59,BADEN_WUERTTEMBERG,139,4.43,2022-05-18T17:05:30Z,117,51,43.59,2231,412,3.296,2643,1045,182,125
86.0,14.0,BAYERN,143,4.08,2022-05-18T17:05:30Z,145,61,42.07,3058,498,2.49,3556,625,267,200
85.78,14.22,SAARLAND,29,4.38,2022-05-18T17:05:30Z,20,6,30.0,392,65,4.0625,457,240,23,16
88.66,11.34,BERLIN,27,4.14,2022-05-18T17:05:30Z,46,27,58.7,985,126,3.073170731707317,1111,321,68,41
81.35,18.65,BRANDENBURG,38,1.62,2022-05-18T17:05:30Z,11,5,45.45,554,127,2.54,681,305,56,50
83.06,16.94,MECKLENBURG_VORPOMMERN,32,3.55,2022-05-18T17:05:30Z,22,12,54.55,515,105,3.28125,620,202,42,32
80.91,19.09,SACHSEN,67,4.84,2022-05-18T17:05:30Z,70,18,25.71,1170,276,3.942857142857143,1446,439,96,70
83.65,16.35,SACHSEN_ANHALT,44,2.5,2022-05-18T17:05:30Z,20,7,35.0,670,131,3.1951219512195124,801,330,55,41
80.78,19.22,THUERINGEN,43,4.34,2022-05-18T17:05:30Z,30,4,13.33,559,133,3.8,692,229,43,35
