"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
79.92,20.08,SCHLESWIG_HOLSTEIN,65,0.65,2021-07-22T16:19:03Z,5,3,60.0,613,154,4.967741935483871,767,469,38,31
79.56,20.44,HAMBURG,41,2.18,2021-07-22T16:19:03Z,14,12,85.71,510,131,5.695652173913044,641,320,33,23
80.1,19.9,NIEDERSACHSEN,178,1.39,2021-07-22T16:19:03Z,27,9,33.33,1558,387,3.336206896551724,1945,1017,149,116
85.19,14.81,BREMEN,10,0.0,2021-07-22T16:19:03Z,0,0,0.0,184,32,2.909090909090909,216,136,13,11
81.87,18.13,NORDRHEIN_WESTFALEN,504,1.28,2021-07-22T16:19:03Z,78,44,56.41,5004,1108,3.681063122923588,6112,2461,400,301
85.48,14.52,HESSEN,83,2.27,2021-07-22T16:19:03Z,46,15,32.61,1731,294,3.127659574468085,2025,744,114,94
78.18,21.82,RHEINLAND_PFALZ,123,1.4,2021-07-22T16:19:03Z,16,10,62.5,892,249,3.364864864864865,1141,417,93,74
83.76,16.24,BADEN_WUERTTEMBERG,240,1.69,2021-07-22T16:19:03Z,47,27,57.45,2332,452,3.616,2784,1365,182,125
85.07,14.93,BAYERN,297,1.25,2021-07-22T16:19:03Z,46,32,69.57,3122,548,2.712871287128713,3670,1089,269,202
84.15,15.85,SAARLAND,44,1.02,2021-07-22T16:19:03Z,5,2,40.0,414,78,4.588235294117647,492,256,24,17
81.9,18.1,BERLIN,62,3.3,2021-07-22T16:19:03Z,39,22,56.41,968,214,5.219512195121951,1182,422,64,41
82.31,17.69,BRANDENBURG,33,0.75,2021-07-22T16:19:03Z,5,2,40.0,549,118,2.4081632653061225,667,376,55,49
77.38,22.62,MECKLENBURG_VORPOMMERN,40,0.15,2021-07-22T16:19:03Z,1,0,0.0,503,147,5.25,650,217,38,28
82.17,17.83,SACHSEN,131,0.93,2021-07-22T16:19:03Z,15,10,66.67,1323,287,4.042253521126761,1610,636,95,71
82.12,17.88,SACHSEN_ANHALT,58,0.36,2021-07-22T16:19:03Z,3,1,33.33,675,147,3.675,822,358,54,40
83.43,16.57,THUERINGEN,53,1.38,2021-07-22T16:19:03Z,10,10,100.0,604,120,3.3333333333333335,724,334,44,36
