"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.05,18.95,SCHLESWIG_HOLSTEIN,53,6.27,2021-05-05T16:19:08Z,49,28,57.14,633,148,4.625,781,473,39,32
84.9,15.1,HAMBURG,39,14.64,2021-05-05T16:19:08Z,95,60,63.16,551,98,4.083333333333333,649,323,34,24
84.85,15.15,NIEDERSACHSEN,149,13.09,2021-05-05T16:19:08Z,280,188,67.14,1815,324,2.7457627118644066,2139,1055,153,118
92.44,7.56,BREMEN,9,20.44,2021-05-05T16:19:08Z,46,25,54.35,208,17,1.4166666666666667,225,127,14,12
88.35,11.65,NORDRHEIN_WESTFALEN,315,17.32,2021-05-05T16:19:08Z,1108,662,59.75,5651,745,2.434640522875817,6396,2422,406,306
88.17,11.83,HESSEN,110,20.5,2021-05-05T16:19:08Z,435,216,49.66,1871,251,2.6145833333333335,2122,772,116,96
80.22,19.78,RHEINLAND_PFALZ,86,15.3,2021-05-05T16:19:08Z,181,104,57.46,949,234,3.12,1183,451,94,75
85.8,14.2,BADEN_WUERTTEMBERG,206,21.16,2021-05-05T16:19:08Z,611,376,61.54,2478,410,3.28,2888,1338,182,125
86.93,13.07,BAYERN,226,19.63,2021-05-05T16:19:08Z,754,449,59.55,3340,502,2.485148514851485,3842,1053,270,202
88.31,11.69,SAARLAND,29,13.51,2021-05-05T16:19:08Z,67,34,50.75,438,58,3.411764705882353,496,255,24,17
86.77,13.23,BERLIN,78,23.42,2021-05-05T16:19:08Z,292,196,67.12,1082,165,4.024390243902439,1247,386,64,41
83.24,16.76,BRANDENBURG,58,17.3,2021-05-05T16:19:08Z,128,73,57.03,616,124,2.4313725490196076,740,336,57,51
83.91,16.09,MECKLENBURG_VORPOMMERN,33,12.03,2021-05-05T16:19:08Z,83,48,57.83,579,111,3.46875,690,225,42,32
87.74,12.26,SACHSEN,97,24.77,2021-05-05T16:19:08Z,396,229,57.83,1403,196,2.76056338028169,1599,623,95,71
85.81,14.19,SACHSEN_ANHALT,60,14.42,2021-05-05T16:19:08Z,126,83,65.87,750,124,3.024390243902439,874,347,55,41
87.0,13.0,THUERINGEN,44,24.58,2021-05-05T16:19:08Z,189,111,58.73,669,100,2.7777777777777777,769,331,44,36
