"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
84.31,15.69,SCHLESWIG_HOLSTEIN,40,7.37,2021-12-01T18:05:00Z,54,22,40.74,618,115,3.7096774193548385,733,484,41,31
86.71,13.29,HAMBURG,27,10.53,2021-12-01T18:05:00Z,65,36,55.38,535,82,3.4166666666666665,617,290,34,24
85.44,14.56,NIEDERSACHSEN,130,11.17,2021-12-01T18:05:00Z,230,133,57.83,1760,300,2.542372881355932,2060,988,153,118
93.16,6.84,BREMEN,3,16.32,2021-12-01T18:05:00Z,31,21,67.74,177,13,1.1818181818181819,190,93,13,11
88.52,11.48,NORDRHEIN_WESTFALEN,248,11.75,2021-12-01T18:05:00Z,702,337,48.01,5291,686,2.264026402640264,5977,2068,401,303
90.87,9.13,HESSEN,49,14.23,2021-12-01T18:05:00Z,279,120,43.01,1781,179,1.9042553191489362,1960,658,114,94
82.57,17.43,RHEINLAND_PFALZ,60,13.66,2021-12-01T18:05:00Z,152,82,53.95,919,194,2.5866666666666664,1113,383,94,75
88.79,11.21,BADEN_WUERTTEMBERG,102,23.84,2021-12-01T18:05:00Z,636,350,55.03,2369,299,2.354330708661417,2668,1186,184,127
88.55,11.45,BAYERN,157,29.58,2021-12-01T18:05:00Z,1082,590,54.53,3239,419,2.095,3658,600,267,200
84.42,15.58,SAARLAND,31,14.9,2021-12-01T18:05:00Z,66,20,30.3,374,69,4.3125,443,284,23,16
90.54,9.46,BERLIN,38,17.91,2021-12-01T18:05:00Z,212,131,61.79,1072,112,2.731707317073171,1184,332,64,41
84.8,15.2,BRANDENBURG,29,22.22,2021-12-01T18:05:00Z,152,61,40.13,580,104,2.08,684,339,56,50
83.46,16.54,MECKLENBURG_VORPOMMERN,38,13.76,2021-12-01T18:05:00Z,94,55,58.51,570,113,3.53125,683,216,42,32
87.31,12.69,SACHSEN,56,37.54,2021-12-01T18:05:00Z,583,284,48.71,1356,197,2.7746478873239435,1553,480,96,71
86.73,13.27,SACHSEN_ANHALT,26,18.37,2021-12-01T18:05:00Z,144,72,50.0,680,104,2.5365853658536586,784,335,55,41
87.32,12.68,THUERINGEN,34,30.12,2021-12-01T18:05:00Z,209,127,60.77,606,88,2.4444444444444446,694,249,44,36
