"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.63,16.37,SCHLESWIG_HOLSTEIN,37,6.66,2022-01-14T18:05:00Z,48,32,66.67,603,118,3.806451612903226,721,480,41,31
77.61,22.39,HAMBURG,27,12.31,2022-01-14T18:05:00Z,72,42,58.33,454,131,5.458333333333333,585,307,34,24
82.58,17.42,NIEDERSACHSEN,136,7.1,2022-01-14T18:05:00Z,150,87,58.0,1744,368,3.1186440677966103,2112,979,153,118
90.05,9.95,BREMEN,5,14.43,2022-01-14T18:05:00Z,29,17,58.62,181,20,1.8181818181818181,201,84,13,11
84.63,15.37,NORDRHEIN_WESTFALEN,300,7.24,2022-01-14T18:05:00Z,433,263,60.74,5062,919,3.053156146179402,5981,2026,398,301
86.64,13.36,HESSEN,78,10.51,2022-01-14T18:05:00Z,210,121,57.62,1732,267,2.8404255319148937,1999,625,114,94
81.69,18.31,RHEINLAND_PFALZ,84,8.71,2022-01-14T18:05:00Z,98,56,57.14,919,206,2.7466666666666666,1125,369,95,75
84.38,15.62,BADEN_WUERTTEMBERG,163,13.96,2022-01-14T18:05:00Z,377,230,61.01,2279,422,3.3492063492063493,2701,1044,183,126
84.94,15.06,BAYERN,272,11.7,2022-01-14T18:05:00Z,428,272,63.55,3107,551,2.7412935323383083,3658,606,268,201
85.32,14.68,SAARLAND,41,8.18,2022-01-14T18:05:00Z,39,26,66.67,407,70,4.375,477,259,23,16
89.17,10.83,BERLIN,45,16.77,2022-01-14T18:05:00Z,195,126,64.62,1037,126,3.073170731707317,1163,298,68,41
81.6,18.4,BRANDENBURG,57,16.18,2022-01-14T18:05:00Z,117,58,49.57,590,133,2.607843137254902,723,325,57,51
80.88,19.12,MECKLENBURG_VORPOMMERN,33,11.7,2022-01-14T18:05:00Z,82,51,62.2,567,134,4.1875,701,198,42,32
82.29,17.71,SACHSEN,77,21.42,2022-01-14T18:05:00Z,323,193,59.75,1241,267,3.76056338028169,1508,418,96,71
84.26,15.74,SACHSEN_ANHALT,42,15.38,2022-01-14T18:05:00Z,125,83,66.4,685,128,3.1219512195121952,813,314,55,41
81.39,18.61,THUERINGEN,60,20.45,2022-01-14T18:05:00Z,144,82,56.94,573,131,3.638888888888889,704,214,44,36
