"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
76.15,23.85,SCHLESWIG_HOLSTEIN,62,2.02,2021-10-17T16:15:13Z,15,9,60.0,565,177,5.709677419354839,742,471,38,31
83.51,16.49,HAMBURG,32,5.56,2021-10-17T16:15:13Z,32,18,56.25,481,95,4.130434782608695,576,307,33,23
83.24,16.76,NIEDERSACHSEN,115,4.31,2021-10-17T16:15:13Z,88,57,64.77,1699,342,2.8983050847457625,2041,1107,153,118
83.51,16.49,BREMEN,6,11.7,2021-10-17T16:15:13Z,22,14,63.64,157,31,2.8181818181818183,188,138,13,11
86.06,13.94,NORDRHEIN_WESTFALEN,358,5.2,2021-10-17T16:15:13Z,308,169,54.87,5099,826,2.762541806020067,5925,2479,395,299
85.16,14.84,HESSEN,56,6.7,2021-10-17T16:15:13Z,131,82,62.6,1664,290,3.0851063829787235,1954,763,114,94
77.74,22.26,RHEINLAND_PFALZ,92,4.71,2021-10-17T16:15:13Z,52,28,53.85,859,246,3.28,1105,439,94,75
84.04,15.96,BADEN_WUERTTEMBERG,189,7.1,2021-10-17T16:15:13Z,190,104,54.74,2249,427,3.443548387096774,2676,1385,181,124
83.97,16.03,BAYERN,272,7.32,2021-10-17T16:15:13Z,260,163,62.69,2981,569,2.845,3550,1077,267,200
82.83,17.17,SAARLAND,23,4.72,2021-10-17T16:15:13Z,22,5,22.73,386,80,5.0,466,281,23,16
87.97,12.03,BERLIN,31,8.23,2021-10-17T16:15:13Z,95,61,64.21,1016,139,3.3902439024390243,1155,424,64,41
78.27,21.73,BRANDENBURG,42,3.04,2021-10-17T16:15:13Z,19,6,31.58,490,136,2.893617021276596,626,379,53,47
80.22,19.78,MECKLENBURG_VORPOMMERN,49,3.01,2021-10-17T16:15:13Z,19,9,47.37,507,125,3.90625,632,218,40,32
82.4,17.6,SACHSEN,100,6.81,2021-10-17T16:15:13Z,101,41,40.59,1222,261,3.676056338028169,1483,766,95,71
82.89,17.11,SACHSEN_ANHALT,41,3.52,2021-10-17T16:15:13Z,28,10,35.71,659,136,3.4871794871794872,795,336,53,39
81.07,18.93,THUERINGEN,52,5.35,2021-10-17T16:15:13Z,37,17,45.95,561,131,3.638888888888889,692,335,44,36
