"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.31,18.69,SCHLESWIG_HOLSTEIN,38,4.14,2022-07-11T16:05:30Z,29,10,34.48,570,131,4.225806451612903,701,490,41,31
76.44,23.56,HAMBURG,20,7.13,2022-07-11T16:05:30Z,36,14,38.89,386,119,5.173913043478261,505,324,33,23
83.94,16.06,NIEDERSACHSEN,104,4.94,2022-07-11T16:05:30Z,96,25,26.04,1631,312,2.689655172413793,1943,949,148,116
93.65,6.35,BREMEN,0,9.52,2022-07-11T16:05:30Z,18,9,50.0,177,12,1.0909090909090908,189,79,13,11
83.96,16.04,NORDRHEIN_WESTFALEN,270,5.81,2022-07-11T16:05:30Z,322,113,35.09,4655,889,3.0549828178694156,5544,2003,385,291
88.67,11.33,HESSEN,27,5.21,2022-07-11T16:05:30Z,97,30,30.93,1652,211,2.2934782608695654,1863,623,110,92
78.55,21.45,RHEINLAND_PFALZ,55,2.99,2022-07-11T16:05:30Z,33,8,24.24,868,237,3.2916666666666665,1105,352,91,72
81.68,18.32,BADEN_WUERTTEMBERG,146,5.34,2022-07-11T16:05:30Z,138,38,27.54,2109,473,3.784,2582,1052,182,125
84.28,15.72,BAYERN,163,4.58,2022-07-11T16:05:30Z,156,59,37.82,2873,536,2.693467336683417,3409,602,266,199
80.67,19.33,SAARLAND,28,5.56,2022-07-11T16:05:30Z,25,6,24.0,363,87,5.4375,450,246,23,16
86.72,13.28,BERLIN,25,5.46,2022-07-11T16:05:30Z,60,24,40.0,953,146,3.5609756097560976,1099,309,68,41
77.11,22.89,BRANDENBURG,34,3.92,2022-07-11T16:05:30Z,26,9,34.62,512,152,3.04,664,316,56,50
79.58,20.42,MECKLENBURG_VORPOMMERN,38,3.58,2022-07-11T16:05:30Z,24,9,37.5,534,137,4.28125,671,207,42,32
76.18,23.82,SACHSEN,64,4.23,2022-07-11T16:05:30Z,60,13,21.67,1081,338,4.828571428571428,1419,443,96,70
82.55,17.45,SACHSEN_ANHALT,36,3.29,2022-07-11T16:05:30Z,26,12,46.15,653,138,3.3658536585365852,791,324,55,41
75.83,24.17,THUERINGEN,52,4.35,2022-07-11T16:05:30Z,29,7,24.14,505,161,4.6,666,226,43,35
