"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.29,16.71,SCHLESWIG_HOLSTEIN,43,1.64,2022-06-14T16:05:20Z,12,4,33.33,608,122,3.935483870967742,730,470,41,31
80.29,19.71,HAMBURG,17,2.51,2022-06-14T16:05:20Z,14,3,21.43,448,110,4.583333333333333,558,330,34,24
81.91,18.09,NIEDERSACHSEN,120,1.93,2022-06-14T16:05:20Z,40,11,27.5,1694,374,3.169491525423729,2068,944,153,118
95.48,4.52,BREMEN,1,3.52,2022-06-14T16:05:20Z,7,4,57.14,190,9,0.8181818181818182,199,75,13,11
85.9,14.1,NORDRHEIN_WESTFALEN,248,2.89,2022-06-14T16:05:20Z,165,61,36.97,4903,805,2.7195945945945947,5708,2009,390,296
86.54,13.46,HESSEN,46,3.52,2022-06-14T16:05:20Z,68,19,27.94,1672,260,2.765957446808511,1932,633,114,94
78.42,21.58,RHEINLAND_PFALZ,59,1.84,2022-06-14T16:05:20Z,21,6,28.57,894,246,3.324324324324324,1140,364,93,74
83.52,16.48,BADEN_WUERTTEMBERG,149,3.21,2022-06-14T16:05:20Z,84,35,41.67,2185,431,3.475806451612903,2616,1049,181,124
84.41,15.59,BAYERN,170,3.62,2022-06-14T16:05:20Z,128,52,40.63,2983,551,2.7688442211055277,3534,606,266,199
84.03,15.97,SAARLAND,29,3.28,2022-06-14T16:05:20Z,15,2,13.33,384,73,4.5625,457,245,23,16
86.37,13.63,BERLIN,33,2.62,2022-06-14T16:05:20Z,29,16,55.17,957,151,3.682926829268293,1108,311,68,41
82.91,17.09,BRANDENBURG,34,3.0,2022-06-14T16:05:20Z,20,7,35.0,553,114,2.28,667,330,56,50
77.99,22.01,MECKLENBURG_VORPOMMERN,44,2.36,2022-06-14T16:05:20Z,15,4,26.67,496,140,4.516129032258065,636,213,41,31
79.14,20.86,SACHSEN,75,1.94,2022-06-14T16:05:20Z,27,10,37.04,1104,291,4.1571428571428575,1395,436,95,70
81.78,18.22,SACHSEN_ANHALT,45,1.98,2022-06-14T16:05:20Z,16,6,37.5,660,147,3.5853658536585367,807,327,55,41
76.93,23.07,THUERINGEN,55,1.58,2022-06-14T16:05:20Z,11,2,18.18,537,161,4.6,698,224,43,35
