"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.22,21.78,SCHLESWIG_HOLSTEIN,61,5.48,2021-04-27T16:19:08Z,43,33,76.74,614,171,5.34375,785,474,39,32
80.9,19.1,HAMBURG,30,16.77,2021-04-27T16:19:08Z,108,75,69.44,521,123,5.125,644,320,34,24
83.65,16.35,NIEDERSACHSEN,146,14.08,2021-04-27T16:19:08Z,304,186,61.18,1806,353,2.9915254237288136,2159,1036,154,118
89.14,10.86,BREMEN,16,19.91,2021-04-27T16:19:08Z,44,29,65.91,197,24,2.0,221,128,14,12
87.59,12.41,NORDRHEIN_WESTFALEN,378,17.62,2021-04-27T16:19:08Z,1140,647,56.75,5666,803,2.6241830065359477,6469,2395,407,306
89.38,10.62,HESSEN,101,22.06,2021-04-27T16:19:08Z,463,228,49.24,1876,223,2.3473684210526318,2099,745,115,95
78.32,21.68,RHEINLAND_PFALZ,100,15.18,2021-04-27T16:19:08Z,182,91,50.0,939,260,3.466666666666667,1199,453,94,75
85.31,14.69,BADEN_WUERTTEMBERG,222,21.01,2021-04-27T16:19:08Z,605,353,58.35,2457,423,3.384,2880,1348,182,125
86.41,13.59,BAYERN,253,20.36,2021-04-27T16:19:08Z,785,445,56.69,3331,524,2.594059405940594,3855,1031,270,202
85.37,14.63,SAARLAND,34,15.43,2021-04-27T16:19:08Z,77,37,48.05,426,73,4.294117647058823,499,255,24,17
89.23,10.77,BERLIN,71,26.16,2021-04-27T16:19:08Z,328,197,60.06,1119,135,3.292682926829268,1254,386,64,41
81.16,18.84,BRANDENBURG,68,19.38,2021-04-27T16:19:08Z,144,73,50.69,603,140,2.7450980392156863,743,341,57,51
84.69,15.31,MECKLENBURG_VORPOMMERN,36,12.97,2021-04-27T16:19:08Z,89,52,58.43,581,105,3.28125,686,226,42,32
87.51,12.49,SACHSEN,84,24.36,2021-04-27T16:19:08Z,388,227,58.51,1394,199,2.8028169014084505,1593,614,94,71
88.74,11.26,SACHSEN_ANHALT,38,16.61,2021-04-27T16:19:08Z,146,100,68.49,780,99,2.4146341463414633,879,344,55,41
85.12,14.88,THUERINGEN,38,27.3,2021-04-27T16:19:08Z,211,99,46.92,658,115,3.1944444444444446,773,332,44,36
