"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.8,24.2,SCHLESWIG_HOLSTEIN,62,5.73,2021-05-03T16:19:03Z,45,26,57.78,595,190,5.9375,785,472,39,32
83.02,16.98,HAMBURG,44,16.35,2021-05-03T16:19:03Z,104,66,63.46,528,108,4.5,636,328,34,24
82.49,17.51,NIEDERSACHSEN,142,13.86,2021-05-03T16:19:03Z,296,200,67.57,1762,374,3.169491525423729,2136,1048,153,118
88.0,12.0,BREMEN,11,18.67,2021-05-03T16:19:03Z,42,25,59.52,198,27,2.25,225,128,14,12
86.64,13.36,NORDRHEIN_WESTFALEN,346,17.9,2021-05-03T16:19:03Z,1150,667,58.0,5566,858,2.803921568627451,6424,2385,407,306
87.2,12.8,HESSEN,98,21.76,2021-05-03T16:19:03Z,459,230,50.11,1839,270,2.8125,2109,770,116,96
77.73,22.27,RHEINLAND_PFALZ,102,15.83,2021-05-03T16:19:03Z,187,102,54.55,918,263,3.506666666666667,1181,454,94,75
84.39,15.61,BADEN_WUERTTEMBERG,236,21.84,2021-05-03T16:19:03Z,628,382,60.83,2427,449,3.592,2876,1347,182,125
85.39,14.61,BAYERN,220,20.49,2021-05-03T16:19:03Z,784,458,58.42,3268,559,2.767326732673267,3827,1058,270,202
86.12,13.88,SAARLAND,33,14.69,2021-05-03T16:19:03Z,73,29,39.73,428,69,4.0588235294117645,497,258,24,17
86.41,13.59,BERLIN,67,24.84,2021-05-03T16:19:03Z,309,205,66.34,1075,169,4.121951219512195,1244,386,64,41
80.05,19.95,BRANDENBURG,56,18.59,2021-05-03T16:19:03Z,137,79,57.66,590,147,2.8823529411764706,737,340,57,51
80.2,19.8,MECKLENBURG_VORPOMMERN,42,11.94,2021-05-03T16:19:03Z,82,44,53.66,551,136,4.387096774193548,687,221,41,31
85.81,14.19,SACHSEN,100,24.6,2021-05-03T16:19:03Z,397,231,58.19,1385,229,3.2253521126760565,1614,620,95,71
85.88,14.12,SACHSEN_ANHALT,52,15.27,2021-05-03T16:19:03Z,133,84,63.16,748,123,3.0,871,347,55,41
85.81,14.19,THUERINGEN,38,25.13,2021-05-03T16:19:03Z,193,113,58.55,659,109,3.0277777777777777,768,330,44,36
