"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.6,18.4,SCHLESWIG_HOLSTEIN,58,2.1,2021-08-24T16:19:10Z,16,8,50.0,621,140,4.516129032258065,761,461,38,31
79.02,20.98,HAMBURG,36,7.04,2021-08-24T16:19:10Z,46,27,58.7,516,137,5.708333333333333,653,339,34,24
79.78,20.22,NIEDERSACHSEN,172,2.02,2021-08-24T16:19:10Z,39,21,53.85,1539,390,3.3620689655172415,1929,1009,149,116
85.51,14.49,BREMEN,8,3.27,2021-08-24T16:19:10Z,7,2,28.57,183,31,2.8181818181818183,214,133,13,11
84.71,15.29,NORDRHEIN_WESTFALEN,428,4.36,2021-08-24T16:19:10Z,265,125,47.17,5148,929,3.1070234113712374,6077,2469,397,299
86.36,13.64,HESSEN,68,3.4,2021-08-24T16:19:10Z,68,25,36.76,1729,273,2.904255319148936,2002,772,114,94
74.96,25.04,RHEINLAND_PFALZ,129,3.01,2021-08-24T16:19:10Z,34,13,38.24,847,283,3.7733333333333334,1130,431,94,75
81.16,18.84,BADEN_WUERTTEMBERG,265,3.32,2021-08-24T16:19:10Z,92,43,46.74,2249,522,4.209677419354839,2771,1358,181,124
83.45,16.55,BAYERN,292,3.19,2021-08-24T16:19:10Z,117,51,43.59,3056,606,3.014925373134328,3662,1098,268,201
85.6,14.4,SAARLAND,36,4.12,2021-08-24T16:19:10Z,20,9,45.0,416,70,4.375,486,263,23,16
88.37,11.63,BERLIN,49,4.13,2021-08-24T16:19:10Z,48,27,56.25,1026,135,3.292682926829268,1161,423,64,41
81.62,18.38,BRANDENBURG,34,0.77,2021-08-24T16:19:10Z,5,3,60.0,533,120,2.5,653,381,54,48
80.25,19.75,MECKLENBURG_VORPOMMERN,37,1.9,2021-08-24T16:19:10Z,12,8,66.67,508,125,4.032258064516129,633,230,41,31
81.36,18.64,SACHSEN,142,1.39,2021-08-24T16:19:10Z,22,12,54.55,1288,295,4.27536231884058,1583,635,93,69
78.77,21.23,SACHSEN_ANHALT,57,1.23,2021-08-24T16:19:10Z,10,5,50.0,642,173,4.219512195121951,815,363,55,41
77.17,22.83,THUERINGEN,51,0.84,2021-08-24T16:19:10Z,6,3,50.0,551,163,4.527777777777778,714,344,44,36
