"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.45,24.55,SCHLESWIG_HOLSTEIN,66,5.75,2021-03-26T17:19:11Z,45,25,55.56,590,192,6.0,782,477,39,32
85.57,14.43,HAMBURG,38,12.81,2021-03-26T17:19:11Z,87,56,64.37,581,98,4.083333333333333,679,318,34,24
83.52,16.48,NIEDERSACHSEN,168,10.25,2021-03-26T17:19:11Z,225,111,49.33,1834,362,3.0677966101694913,2196,1056,153,118
87.91,12.09,BREMEN,9,16.28,2021-03-26T17:19:11Z,35,23,65.71,189,26,2.1666666666666665,215,138,14,12
85.9,14.1,NORDRHEIN_WESTFALEN,403,10.04,2021-03-26T17:19:11Z,647,341,52.7,5534,908,2.9673202614379086,6442,2518,406,306
87.61,12.39,HESSEN,115,15.95,2021-03-26T17:19:11Z,336,150,44.64,1846,261,2.71875,2107,821,116,96
76.19,23.81,RHEINLAND_PFALZ,118,8.98,2021-03-26T17:19:11Z,109,54,49.54,925,289,3.8533333333333335,1214,454,94,75
84.55,15.45,BADEN_WUERTTEMBERG,221,11.09,2021-03-26T17:19:11Z,318,154,48.43,2424,443,3.515873015873016,2867,1390,183,126
86.72,13.28,BAYERN,283,14.64,2021-03-26T17:19:11Z,562,333,59.25,3330,510,2.5247524752475248,3840,1133,270,202
85.05,14.95,SAARLAND,39,9.7,2021-03-26T17:19:11Z,48,20,41.67,421,74,4.352941176470588,495,257,24,17
88.49,11.51,BERLIN,73,17.55,2021-03-26T17:19:11Z,218,144,66.06,1099,143,3.4878048780487805,1242,383,64,41
84.14,15.86,BRANDENBURG,39,15.99,2021-03-26T17:19:11Z,119,65,54.62,626,118,2.3137254901960786,744,349,57,51
80.06,19.94,MECKLENBURG_VORPOMMERN,47,9.25,2021-03-26T17:19:11Z,64,39,60.94,554,138,4.3125,692,237,42,32
77.98,22.02,SACHSEN,106,16.13,2021-03-26T17:19:11Z,260,165,63.46,1257,355,5.0,1612,658,94,71
86.87,13.13,SACHSEN_ANHALT,45,10.6,2021-03-26T17:19:11Z,96,37,38.54,787,119,2.902439024390244,906,335,55,41
85.66,14.34,THUERINGEN,38,21.96,2021-03-26T17:19:11Z,170,105,61.76,663,111,3.0833333333333335,774,356,44,36
