"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.83,18.17,SCHLESWIG_HOLSTEIN,44,4.91,2021-11-23T18:05:00Z,37,18,48.65,617,137,4.419354838709677,754,471,38,31
84.09,15.91,HAMBURG,29,8.12,2021-11-23T18:05:00Z,50,28,56.0,518,98,4.083333333333333,616,299,34,24
84.2,15.8,NIEDERSACHSEN,108,8.51,2021-11-23T18:05:00Z,176,90,51.14,1742,327,2.7711864406779663,2069,1022,153,118
90.1,9.9,BREMEN,4,9.9,2021-11-23T18:05:00Z,20,14,70.0,182,20,1.8181818181818181,202,89,13,11
89.04,10.96,NORDRHEIN_WESTFALEN,249,9.78,2021-11-23T18:05:00Z,581,299,51.46,5291,651,2.1627906976744184,5942,2209,398,301
88.84,11.16,HESSEN,57,12.12,2021-11-23T18:05:00Z,240,115,47.92,1760,221,2.351063829787234,1981,718,114,94
81.4,18.6,RHEINLAND_PFALZ,69,11.6,2021-11-23T18:05:00Z,131,57,43.51,919,210,2.8,1129,410,94,75
87.41,12.59,BADEN_WUERTTEMBERG,143,19.19,2021-11-23T18:05:00Z,509,269,52.85,2318,334,2.62992125984252,2652,1214,184,127
88.69,11.31,BAYERN,139,26.72,2021-11-23T18:05:00Z,969,517,53.35,3216,410,2.0398009950248754,3626,619,268,201
86.59,13.41,SAARLAND,25,10.23,2021-11-23T18:05:00Z,45,16,35.56,381,59,3.6875,440,305,23,16
91.4,8.6,BERLIN,37,17.53,2021-11-23T18:05:00Z,206,122,59.22,1074,101,2.4634146341463414,1175,338,64,41
85.41,14.59,BRANDENBURG,35,16.31,2021-11-23T18:05:00Z,114,42,36.84,597,102,2.0,699,347,57,51
81.99,18.01,MECKLENBURG_VORPOMMERN,36,9.66,2021-11-23T18:05:00Z,66,34,51.52,560,123,3.84375,683,219,42,32
89.37,10.63,SACHSEN,44,32.88,2021-11-23T18:05:00Z,504,240,47.62,1370,163,2.295774647887324,1533,678,96,71
88.5,11.5,SACHSEN_ANHALT,32,14.63,2021-11-23T18:05:00Z,117,63,53.85,708,92,2.2439024390243905,800,334,55,41
86.36,13.64,THUERINGEN,35,29.97,2021-11-23T18:05:00Z,211,111,52.61,608,96,2.6666666666666665,704,277,44,36
